Year,LocationAbbr,LocationDesc,DataSource,Class,Topic,Question,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Break_Out,Break_Out_Category,GeoLocation,ClassID,TopicID,QuestionID,ResponseID,LocationID,BreakOutID,BreakOutCategoryID,Data_Value_Category,Data_Value_Category_ID
2021,WY,Wyoming,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,,88888,NR,Not Reported,,,,Full-time,Requirement,"(43.23554134300048, -108.10983035299967)",SYNOP,LEAD,LEAD1_5,,56,BO5,BOC1,Not Reported,CAT88888
2016,FL,Florida,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,No,10002,,,,,,Public health degree,Requirement,"(28.932040377, -81.928960539)",SYNOP,LEAD,LEAD1_5,,12,BO4,BOC1,No,CAT10002
2016,LA,Louisiana,ASTDD Synopses,Synopses,Policies,Requirement or mandate for a dental health screening or certificate at school entry,,,yes/no,No,10002,,,,,,,,"(31.312660644, -92.445680071)",SYNOP,POL,POL3_1,,22,,,No,CAT10002
2014,WV,West Virginia,ASTDD Synopses,Synopses,Leadership,"Number of health agencies serving jurisdictions of 250,000+ population",,agencies,number,0,0,,,,,,With a dental program directed by a dental professional with graduate degree in public health,Type of health agency,"(38.665510202, -80.712640135)",SYNOP,LEAD,LEAD1_7,,54,BO9,BOC2,>=10,CAT9
2014,ME,Maine,ASTDD Synopses,Synopses,Staff,Number of full-time equivalent (FTE) employees or contractors funded by state dental health program,,FTE,number,4.5,4.5,,,,,,Total,Type of Supervision,"(45.254228894001, -68.985031336)",SYNOP,STAFF,STAFF2_1,,23,BO16,BOC5,>1 to <5,CAT6
2013,MN,Minnesota,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,No,10002,,,,,,Early Childhood Caries (ECC) prevention programs,Type of Program,"(46.355648736, -94.794200503)",SYNOP,PROG,PROG4_1,,27,BO12,BOC3,No,CAT10002
2021,TN,Tennessee,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,No,10002,,,,,,Fluoride varnish programs,Type of Program,"(35.68094058000048, -85.77449091399967)",SYNOP,PROG,PROG4_1,,47,BO13,BOC3,No,CAT10002
2022,MS,Mississippi,ASTDD Synopses,Synopses,Programs,Special populations programs,,,yes/no,Yes,10001,,,,,,For older adults,Type of Program,"(32.745510099000455, -89.53803082499968)",SYNOP,PROG,PROG4_3,,28,BO20,BOC3,Yes,CAT10001
2014,NH,New Hampshire,ASTDD Synopses,Synopses,Leadership,"Number of health agencies serving jurisdictions of 250,000+ population",,agencies,number,2,2,,,,,,Total,Type of health agency,"(43.655950113, -71.50036092)",SYNOP,LEAD,LEAD1_7,,33,BO6,BOC2,1-4,CAT5
2019,VA,Virginia,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,No,10002,,,,,,Public health degree,Requirement,"(37.54268067400045, -78.45789046299967)",SYNOP,LEAD,LEAD1_5,,51,BO4,BOC1,No,CAT10002
2016,MN,Minnesota,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,Yes,10001,,,,,,Public health degree,Requirement,"(46.355648736, -94.794200503)",SYNOP,LEAD,LEAD1_5,,27,BO4,BOC1,Yes,CAT10001
2021,MS,Mississippi,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,Yes,10001,,,,,,Fluoride varnish programs,Type of Program,"(32.745510099000455, -89.53803082499968)",SYNOP,PROG,PROG4_1,,28,BO13,BOC3,Yes,CAT10001
2014,NE,Nebraska,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,No,10002,,,,,,Fluoride varnish programs,Type of Program,"(41.641040988001, -99.365720623)",SYNOP,PROG,PROG4_1,,31,BO13,BOC3,No,CAT10002
2011,HI,Hawaii,ASTDD Synopses,Synopses,Leadership,Statutory requirement or authority,,,yes/no,No,10002,,,,,,For state dental director,Requirement,"(21.304850435, -157.857749403)",SYNOP,LEAD,LEAD1_4,,15,BO2,BOC1,No,CAT10002
2017,SD,South Dakota,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,No,10002,,,,,,School-based or school-linked sealant programs,Type of Program,"(44.353130053, -100.373530637)",SYNOP,PROG,PROG4_1,,46,BO10,BOC3,No,CAT10002
2011,TN,Tennessee,ASTDD Synopses,Synopses,Staff,Number of full-time equivalent (FTE) employees or contractors funded by state dental health program,,FTE,number,0,0,,,,,,Not directly supervised by state health agency staff,Type of Supervision,"(35.68094058, -85.774490914)",SYNOP,STAFF,STAFF2_1,,47,BO18,BOC5,0,CAT1
2014,NC,North Carolina,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,Yes,10001,,,,,,Public health experience,Requirement,"(35.466220975, -79.159250463)",SYNOP,LEAD,LEAD1_5,,37,BO3,BOC1,Yes,CAT10001
2020,WI,Wisconsin,ASTDD Synopses,Synopses,Leadership,Statutory requirement or authority,,,yes/no,No,10002,,,,,,For state dental director,Requirement,"(44.39319117400049, -89.81637074199966)",SYNOP,LEAD,LEAD1_4,,55,BO2,BOC1,No,CAT10002
2018,RI,Rhode Island,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,Yes,10001,,,,,,Public health degree,Requirement,"(41.708280193, -71.522470314)",SYNOP,LEAD,LEAD1_5,,44,BO4,BOC1,Yes,CAT10001
2020,RI,Rhode Island,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,No,10002,,,,,,Fluoride varnish programs,Type of Program,"(41.70828019300046, -71.52247031399963)",SYNOP,PROG,PROG4_1,,44,BO13,BOC3,No,CAT10002
2018,VA,Virginia,ASTDD Synopses,Synopses,Leadership,"Number of health agencies serving jurisdictions of 250,000+ population",,agencies,number,5,5,,,,,,With a dental program,Type of health agency,"(37.542680674, -78.457890463)",SYNOP,LEAD,LEAD1_7,,51,BO7,BOC2,5-9,CAT7
2022,DE,Delaware,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,No,10002,,,,,,Public health degree,Requirement,"(39.008830667000495, -75.57774116799965)",SYNOP,LEAD,LEAD1_5,,10,BO4,BOC1,No,CAT10002
2016,KS,Kansas,ASTDD Synopses,Synopses,Leadership,Years in current dental director position,,years,number,1,1,,,,,,,,"(38.3477403, -98.200781227)",SYNOP,LEAD,LEAD1_2,,20,,,1-4,CAT5
2018,WI,Wisconsin,ASTDD Synopses,Synopses,Programs,Special populations programs,,,yes/no,Yes,10001,,,,,,For older adults,Type of Program,"(44.393191174, -89.816370742)",SYNOP,PROG,PROG4_3,,55,BO20,BOC3,Yes,CAT10001
2016,ND,North Dakota,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,Yes,10001,,,,,,School-based or school-linked sealant programs,Type of Program,"(47.475319779, -100.118421049)",SYNOP,PROG,PROG4_1,,38,BO10,BOC3,Yes,CAT10001
2022,ME,Maine,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,No,10002,,,,,,Full-time,Requirement,"(45.254228894000505, -68.98503133599962)",SYNOP,LEAD,LEAD1_5,,23,BO5,BOC1,No,CAT10002
2014,NJ,New Jersey,ASTDD Synopses,Synopses,Leadership,"Number of health agencies serving jurisdictions of 250,000+ population",,agencies,number,1,1,,,,,,With a dental program directed by a dental professional with graduate degree in public health,Type of health agency,"(40.130570048, -74.273691288)",SYNOP,LEAD,LEAD1_7,,34,BO9,BOC2,1-4,CAT5
2022,NH,New Hampshire,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,Yes,10001,,,,,,Public health degree,Requirement,"(43.65595011300047, -71.50036091999965)",SYNOP,LEAD,LEAD1_5,,33,BO4,BOC1,Yes,CAT10001
2012,ID,Idaho,ASTDD Synopses,Synopses,Staff,Number of full-time equivalent (FTE) employees or contractors funded by state dental health program,,FTE,number,,88888,NR,Not Reported,,,,Directly supervised by state health agency staff,Type of Supervision,"(43.682630005, -114.363730042)",SYNOP,STAFF,STAFF2_1,,16,BO17,BOC5,Not Reported,CAT88888
2013,KY,Kentucky,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,No,10002,,,,,,Early Childhood Caries (ECC) prevention programs,Type of Program,"(37.645970271, -84.774971048)",SYNOP,PROG,PROG4_1,,21,BO12,BOC3,No,CAT10002
2015,IA,Iowa,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,Yes,10001,,,,,,Fluoride varnish programs,Type of Program,"(42.469400913, -93.816490556)",SYNOP,PROG,PROG4_1,,19,BO13,BOC3,Yes,CAT10001
2014,AK,Alaska,ASTDD Synopses,Synopses,Leadership,Statutory requirement or authority,,,yes/no,No,10002,,,,,,For oral health program,Requirement,"(64.845079957001, -147.722059036)",SYNOP,LEAD,LEAD1_4,,02,BO1,BOC1,No,CAT10002
2011,NE,Nebraska,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,,99999,NA,Question not asked,,,,Public health degree,Requirement,"(41.641040988001, -99.365720623)",SYNOP,LEAD,LEAD1_5,,31,BO4,BOC1,Not Asked,CAT99999
2019,MT,Montana,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,No,10002,,,,,,Early Childhood Caries (ECC) prevention programs,Type of Program,"(47.06652897200047, -109.42442064499971)",SYNOP,PROG,PROG4_1,,30,BO12,BOC3,No,CAT10002
2019,MN,Minnesota,ASTDD Synopses,Synopses,Staff,Number of full-time equivalent (FTE) employees or contractors funded by state dental health program,,FTE,number,7,7,,,,,,Directly supervised by state health agency staff,Type of Supervision,"(46.35564873600049, -94.79420050299967)",SYNOP,STAFF,STAFF2_1,,27,BO17,BOC5,>=5 to <10,CAT8
2012,WI,Wisconsin,ASTDD Synopses,Synopses,Leadership,Years in current dental director position,,years,number,20,20,,,,,,,,"(44.393191174, -89.816370742)",SYNOP,LEAD,LEAD1_2,,55,,,>=10,CAT9
2016,MI,Michigan,ASTDD Synopses,Synopses,Staff,Number of full-time equivalent (FTE) employees or contractors funded by state dental health program,,FTE,number,9,9,,,,,,Directly supervised by state health agency staff,Type of Supervision,"(44.661319543001, -84.71439027)",SYNOP,STAFF,STAFF2_1,,26,BO17,BOC5,>=5 to <10,CAT8
2014,MO,Missouri,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,No,10002,,,,,,School-based or school-linked sealant programs,Type of Program,"(38.635790776, -92.566300053)",SYNOP,PROG,PROG4_1,,29,BO10,BOC3,No,CAT10002
2015,KS,Kansas,ASTDD Synopses,Synopses,Leadership,Current state dental director,,,yes/no,Yes,10001,,,,,,,,"(38.3477403, -98.200781227)",SYNOP,LEAD,LEAD1_1,,20,,,Yes,CAT10001
2020,MT,Montana,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,No,10002,,,,,,Early Childhood Caries (ECC) prevention programs,Type of Program,"(47.06652897200047, -109.42442064499971)",SYNOP,PROG,PROG4_1,,30,BO12,BOC3,No,CAT10002
2017,HI,Hawaii,ASTDD Synopses,Synopses,Staff,Number of full-time equivalent (FTE) employees or contractors funded by state dental health program,,FTE,number,0.5,0.5,,,,,,Directly supervised by state health agency staff,Type of Supervision,"(21.304850435, -157.857749403)",SYNOP,STAFF,STAFF2_1,,15,BO17,BOC5,>0 to <1,CAT3
2012,IN,Indiana,ASTDD Synopses,Synopses,Leadership,Current state dental director,,,yes/no,Yes,10001,,,,,,,,"(39.766910452, -86.149960194)",SYNOP,LEAD,LEAD1_1,,18,,,Yes,CAT10001
2021,LA,Louisiana,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,Yes,10001,,,,,,Full-time,Requirement,"(31.31266064400046, -92.44568007099969)",SYNOP,LEAD,LEAD1_5,,22,BO5,BOC1,Yes,CAT10001
2017,RI,Rhode Island,ASTDD Synopses,Synopses,Leadership,Current state dental director,,,yes/no,Yes,10001,,,,,,,,"(41.708280193, -71.522470314)",SYNOP,LEAD,LEAD1_1,,44,,,Yes,CAT10001
2016,NJ,New Jersey,ASTDD Synopses,Synopses,Leadership,Statutory requirement or authority,,,yes/no,No,10002,,,,,,For state dental director,Requirement,"(40.130570048, -74.273691288)",SYNOP,LEAD,LEAD1_4,,34,BO2,BOC1,No,CAT10002
2011,MT,Montana,ASTDD Synopses,Synopses,Programs,Special populations programs,,,yes/no,,99999,NA,Question not asked,,,,For older adults,Type of Program,"(47.066528972, -109.424420645)",SYNOP,PROG,PROG4_3,,30,BO20,BOC3,Not Asked,CAT99999
2017,MN,Minnesota,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,Yes,10001,,,,,,Public health experience,Requirement,"(46.355648736, -94.794200503)",SYNOP,LEAD,LEAD1_5,,27,BO3,BOC1,Yes,CAT10001
2014,MT,Montana,ASTDD Synopses,Synopses,Leadership,Dental director position type,,multiple choice,multiple choice,,99999,NA,Question not asked,,,,,,"(47.066528972, -109.424420645)",SYNOP,LEAD,LEAD1_3,,30,,,Not Asked,CAT99999
2014,TX,Texas,ASTDD Synopses,Synopses,Staff,Number of full-time equivalent (FTE) employees or contractors funded by state dental health program,,FTE,number,19,19,,,,,,Total,Type of Supervision,"(31.827240407, -99.426770206)",SYNOP,STAFF,STAFF2_1,,48,BO16,BOC5,>=10,CAT9
2012,NM,New Mexico,ASTDD Synopses,Synopses,Leadership,Dental director position type,,multiple choice,multiple choice,,99999,NA,Question not asked,,,,,,"(34.520880952, -106.240580985)",SYNOP,LEAD,LEAD1_3,,35,,,Not Asked,CAT99999
2021,AK,Alaska,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,Yes,10001,,,,,,Public health experience,Requirement,"(64.84507995700051, -147.72205903599973)",SYNOP,LEAD,LEAD1_5,,02,BO3,BOC1,Yes,CAT10001
2021,MO,Missouri,ASTDD Synopses,Synopses,Staff,Number of full-time equivalent (FTE) employees or contractors funded by state dental health program,,FTE,number,8.5,8.5,,,,,,Directly supervised by state health agency staff,Type of Supervision,"(38.635790776000476, -92.56630005299968)",SYNOP,STAFF,STAFF2_1,,29,BO17,BOC5,>=5 to <10,CAT8
2011,KY,Kentucky,ASTDD Synopses,Synopses,Leadership,Statutory requirement or authority,,,yes/no,No,10002,,,,,,For state dental director,Requirement,"(37.645970271, -84.774971048)",SYNOP,LEAD,LEAD1_4,,21,BO2,BOC1,No,CAT10002
2019,WA,Washington,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,No,10002,,,,,,Fluoride varnish programs,Type of Program,"(47.52227862900048, -120.47001078999972)",SYNOP,PROG,PROG4_1,,53,BO13,BOC3,No,CAT10002
2012,MA,Massachusetts,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,Yes,10001,,,,,,Full-time,Requirement,"(42.27687047, -72.082690675)",SYNOP,LEAD,LEAD1_5,,25,BO5,BOC1,Yes,CAT10001
2011,ID,Idaho,ASTDD Synopses,Synopses,Leadership,Years in current dental director position,,years,number,,88888,NR,Not Reported,,,,,,"(43.682630005, -114.363730042)",SYNOP,LEAD,LEAD1_2,,16,,,Not Reported,CAT88888
2017,KS,Kansas,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,Yes,10001,,,,,,Dental screening programs,Type of Program,"(38.3477403, -98.200781227)",SYNOP,PROG,PROG4_1,,20,BO11,BOC3,Yes,CAT10001
2015,AL,Alabama,ASTDD Synopses,Synopses,Leadership,Current state dental director,,,yes/no,Yes,10001,,,,,,,,"(32.840571122, -86.631860762)",SYNOP,LEAD,LEAD1_1,,01,,,Yes,CAT10001
2021,VT,Vermont,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,No,10002,,,,,,Full-time,Requirement,"(43.62538123900049, -72.51764079099962)",SYNOP,LEAD,LEAD1_5,,50,BO5,BOC1,No,CAT10002
2018,NJ,New Jersey,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,Yes,10001,,,,,,Early Childhood Caries (ECC) prevention programs,Type of Program,"(40.130570048, -74.273691288)",SYNOP,PROG,PROG4_1,,34,BO12,BOC3,Yes,CAT10001
2015,RI,Rhode Island,ASTDD Synopses,Synopses,Leadership,Dental director position type,,multiple choice,multiple choice,Civil Service,10005,,,,,,,,"(41.708280193, -71.522470314)",SYNOP,LEAD,LEAD1_3,,44,,,Civil Service,CAT10005
2014,NV,Nevada,ASTDD Synopses,Synopses,Staff,Number of full-time equivalent (FTE) employees or contractors funded by state dental health program,,FTE,number,3.5,3.5,,,,,,Directly supervised by state health agency staff,Type of Supervision,"(39.49324039, -117.071840564)",SYNOP,STAFF,STAFF2_1,,32,BO17,BOC5,>1 to <5,CAT6
2013,RI,Rhode Island,ASTDD Synopses,Synopses,Staff,Number of full-time equivalent (FTE) employees or contractors funded by state dental health program,,FTE,number,0,0,,,,,,Not directly supervised by state health agency staff,Type of Supervision,"(41.708280193, -71.522470314)",SYNOP,STAFF,STAFF2_1,,44,BO18,BOC5,0,CAT1
2015,MS,Mississippi,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,Yes,10001,,,,,,Full-time,Requirement,"(32.745510099, -89.538030825)",SYNOP,LEAD,LEAD1_5,,28,BO5,BOC1,Yes,CAT10001
2022,FL,Florida,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,Yes,10001,,,,,,School-based or school-linked sealant programs,Type of Program,"(28.932040377000476, -81.92896053899966)",SYNOP,PROG,PROG4_1,,12,BO10,BOC3,Yes,CAT10001
2011,CT,Connecticut,ASTDD Synopses,Synopses,Leadership,"Statewide, broad-based oral health coalition",,,yes/no,,99999,NA,Question not asked,,,,,,"(41.56266102, -72.649840952)",SYNOP,LEAD,LEAD1_6,,09,,,Not Asked,CAT99999
2019,SD,South Dakota,ASTDD Synopses,Synopses,Leadership,"Number of health agencies serving jurisdictions of 250,000+ population",,agencies,number,1,1,,,,,,Total,Type of health agency,"(44.353130053000484, -100.3735306369997)",SYNOP,LEAD,LEAD1_7,,46,BO6,BOC2,1-4,CAT5
2017,IN,Indiana,ASTDD Synopses,Synopses,Programs,Special populations programs,,,yes/no,No,10002,,,,,,For pregnant women,Type of Program,"(39.766910452, -86.149960194)",SYNOP,PROG,PROG4_3,,18,BO19,BOC3,No,CAT10002
2017,AK,Alaska,ASTDD Synopses,Synopses,Leadership,"Number of health agencies serving jurisdictions of 250,000+ population",,agencies,number,1,1,,,,,,With a dental program directed by a dental professional,Type of health agency,"(64.845079957001, -147.722059036)",SYNOP,LEAD,LEAD1_7,,02,BO8,BOC2,1-4,CAT5
2018,CO,Colorado,ASTDD Synopses,Synopses,Programs,Oral health (open-mouth) surveys using Basic Screening Survey protocol,,,yes/no,No,10002,,,,,,,,"(38.843840757, -106.133610921)",SYNOP,PROG,PROG4_2,,08,,,No,CAT10002
2014,ID,Idaho,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,Yes,10001,,,,,,School-based or school-linked sealant programs,Type of Program,"(43.682630005, -114.363730042)",SYNOP,PROG,PROG4_1,,16,BO10,BOC3,Yes,CAT10001
2014,TN,Tennessee,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,Yes,10001,,,,,,Public health experience,Requirement,"(35.68094058, -85.774490914)",SYNOP,LEAD,LEAD1_5,,47,BO3,BOC1,Yes,CAT10001
2015,WV,West Virginia,ASTDD Synopses,Synopses,Leadership,State dental director/program manager position requirement,,,yes/no,Yes,10001,,,,,,Public health experience,Requirement,"(38.665510202, -80.712640135)",SYNOP,LEAD,LEAD1_5,,54,BO3,BOC1,Yes,CAT10001
2012,WI,Wisconsin,ASTDD Synopses,Synopses,Staff,Number of full-time equivalent (FTE) employees or contractors funded by state dental health program,,FTE,number,4,4,,,,,,Total,Type of Supervision,"(44.393191174, -89.816370742)",SYNOP,STAFF,STAFF2_1,,55,BO16,BOC5,>1 to <5,CAT6
2014,MT,Montana,ASTDD Synopses,Synopses,Leadership,"Number of health agencies serving jurisdictions of 250,000+ population",,agencies,number,2,2,,,,,,Total,Type of health agency,"(47.066528972, -109.424420645)",SYNOP,LEAD,LEAD1_7,,30,BO6,BOC2,1-4,CAT5
2014,PA,Pennsylvania,ASTDD Synopses,Synopses,Programs,Prevention Programs,,,yes/no,No,10002,,,,,,Dental screening programs,Type of Program,"(40.793730152, -77.860700294)",SYNOP,PROG,PROG4_1,,42,BO11,BOC3,No,CAT10002
2014,VA,Virginia,ASTDD Synopses,Synopses,Leadership,"Number of health agencies serving jurisdictions of 250,000+ population",,agencies,number,2,2,,,,,,With a dental program directed by a dental professional with graduate degree in public health,Type of health agency,"(37.542680674, -78.457890463)",SYNOP,LEAD,LEAD1_7,,51,BO9,BOC2,1-4,CAT5
2017,ND,North Dakota,ASTDD Synopses,Synopses,Staff,Number of full-time equivalent (FTE) employees or contractors funded by state dental health program,,FTE,number,5.8,5.8,,,,,,Total,Type of Supervision,"(47.475319779, -100.118421049)",SYNOP,STAFF,STAFF2_1,,38,BO16,BOC5,>=5 to <10,CAT8
