PROVIDER NAME,CITY,STATE,CLAIMS PAID FOR VACCINE
BIO-MEDICAL APPLICATIONS OF CAMARILLO INC.,WALTHAM,MA,165.33
BIO-MEDICAL APPLICATIONS OF CAROLINA INC.,WALTHAM,MA,969.98
BIO-MEDICAL APPLICATIONS OF COLUMBIA HEIGHTS INC.,WALTHAM,MA,80
BIO-MEDICAL APPLICATIONS OF CONNECTICUT INC.,WALTHAM,MA,520
BIO-MEDICAL APPLICATIONS OF DELAWARE INC.,WALTHAM,MA,3158.58
BIO-MEDICAL APPLICATIONS OF DOVER INC.,WALTHAM,MA,296.94
BIO-MEDICAL APPLICATIONS OF EUREKA INC.,WALTHAM,MA,40
BIO-MEDICAL APPLICATIONS OF FAYETTEVILLE INC.,WALTHAM,MA,80
BIO-MEDICAL APPLICATIONS OF FLORIDA INC.,WALTHAM,MA,11568.61
BIO-MEDICAL APPLICATIONS OF FREMONT INC.,WALTHAM,MA,80
BIO-MEDICAL APPLICATIONS OF FRESNO INC.,WALTHAM,MA,199.05
BIO-MEDICAL APPLICATIONS OF GEORGIA INC.,WALTHAM,MA,4452.51
BIO-MEDICAL APPLICATIONS OF GUAYAMA INC.,WALTHAM,MA,1306.76
BIO-MEDICAL APPLICATIONS OF HUMACAO INC.,WALTHAM,MA,878.84
BIO-MEDICAL APPLICATIONS OF ILLINOIS INC.,WALTHAM,MA,520
BIO-MEDICAL APPLICATIONS OF INDIANA INC.,WALTHAM,MA,2891.26
BIO-MEDICAL APPLICATIONS OF KANSAS INC.,WALTHAM,MA,320
BIO-MEDICAL APPLICATIONS OF KENTUCKY INC.,WALTHAM,MA,1800
BIO-MEDICAL APPLICATIONS OF LOS GATOS INC.,WALTHAM,MA,120
BIO-MEDICAL APPLICATIONS OF LOUISIANA LLC,WALTHAM,MA,16575.76
BIO-MEDICAL APPLICATIONS OF MAINE INC.,WALTHAM,MA,816.94
BIO-MEDICAL APPLICATIONS OF MANCHESTER INC.,WALTHAM,MA,320
BIO-MEDICAL APPLICATIONS OF MARYLAND INC.,WALTHAM,MA,4640
BIO-MEDICAL APPLICATIONS OF MASSACHUSETTS INC.,WALTHAM,MA,8328.82
BIO-MEDICAL APPLICATIONS OF MAYAGUEZ INC.,WALTHAM,MA,1003.54
BIO-MEDICAL APPLICATIONS OF MICHIGAN INC.,WALTHAM,MA,6970.82
BIO-MEDICAL APPLICATIONS OF MINNESOTA INC.,WALTHAM,MA,2925.33
BIO-MEDICAL APPLICATIONS OF MISSISSIPPI INC.,WALTHAM,MA,2638.06
BIO-MEDICAL APPLICATIONS OF MISSOURI INC.,WALTHAM,MA,1633.88
BIO-MEDICAL APPLICATIONS OF NEVADA LLC,WALTHAM,MA,1520
BIO-MEDICAL APPLICATIONS OF NEW HAMPSHIRE INC.,WALTHAM,MA,1120
BIO-MEDICAL APPLICATIONS OF NEW JERSEY INC.,WALTHAM,MA,6480
BIO-MEDICAL APPLICATIONS OF NEW MEXICO INC.,WALTHAM,MA,1347.76
BIO-MEDICAL APPLICATIONS OF NORTHEAST D.C. INC.,WALTHAM,MA,200
BIO-MEDICAL APPLICATIONS OF OHIO INC,WALTHAM,MA,200
BIO-MEDICAL APPLICATIONS OF OHIO INC.,WALTHAM,MA,4720.44
BIO-MEDICAL APPLICATIONS OF OKLAHOMA INC.,WALTHAM,MA,696.94
BIO-MEDICAL APPLICATIONS OF PENNSYLVANIA INC.,WALTHAM,MA,5304.93
BIO-MEDICAL APPLICATIONS OF PENNSYLVANIA INC..,WALTHAM,MA,40
BIO-MEDICAL APPLICATIONS OF PONCE INC.,WALTHAM,MA,959
BIO-MEDICAL APPLICATIONS OF PUERTO RICO INC.,WALTHAM,MA,11154.14
BIO-MEDICAL APPLICATIONS OF RHODE ISLAND INC.,WALTHAM,MA,200
BIO-MEDICAL APPLICATIONS OF RIO PIEDRAS INC.,WALTHAM,MA,1202.11
BIO-MEDICAL APPLICATIONS OF SAN ANTONIO LLC,WALTHAM,MA,467.44
BIO-MEDICAL APPLICATIONS OF SAN GERMAN INC.,WALTHAM,MA,994.62
BIO-MEDICAL APPLICATIONS OF SAN JUAN INC.,WALTHAM,MA,385.7
BIO-MEDICAL APPLICATIONS OF SOUTH CAROLINA INC.,WALTHAM,MA,3480
BIO-MEDICAL APPLICATIONS OF SOUTHEAST WASHINGTON INC.,WALTHAM,MA,40
BIO-MEDICAL APPLICATIONS OF TENNESSEE INC.,WALTHAM,MA,2000
BIO-MEDICAL APPLICATIONS OF TEXAS INC.,WALTHAM,MA,21199.49
BIO-MEDICAL APPLICATIONS OF VIRGINIA INC.,WALTHAM,MA,3560
BIO-MEDICAL APPLICATIONS OF WEST VIRGINIA INC.,WALTHAM,MA,1680
BIO-MEDICAL APPLICATIONS OF WISCONSIN INC.,WALTHAM,MA,1592.14
BREVARD COUNTY DIALYSIS LLC,WALTHAM,MA,40
CAROLINA DIALYSIS LLC,WALTHAM,MA,416.94
CAROLINA DIALYSIS LLC,WALTHAM,MA,120
CAROLINA DIALYSIS OF MEBANE LLC,WALTHAM,MA,108.39
CINLD LLC,WALTHAM,MA,120
CLAYTON COUNTY DIALYSIS LLC,WALTHAM,MA,673.72
CLERMONT DIALYSIS CENTER LLC,WALTHAM,MA,40
COCONUT CREEK DIALYSIS CENTER LLC,WALTHAM,MA,520
COLLEGE PARK DIALYSIS LLC,WALTHAM,MA,120
COLUMBUS AREA RENAL ALLIANCE LLC,WALTHAM,MA,707.76
COLUMBUS MED PARTNERS LLC,WALTHAM,MA,330.82
CONEJO VALLEY DIALYSIS INC.,WALTHAM,MA,62.27
CSLD LELARAY LLC,WALTHAM,MA,280
DENTON LD LLC,WALTHAM,MA,182.27
DENVER WEST HAMPDEN LLC,WALTHAM,MA,280
DIALYSIS AMERICA GEORGIA LLC,WALTHAM,MA,480
DIALYSIS ASSOCIATES LLC,WALTHAM,MA,1793.88
DIALYSIS ASSOCIATES OF NORTHERN NEW JERSEY LLC,WALTHAM,MA,600
DIALYSIS CENTERS OF AMERICA - ILLINOIS INC.,WALTHAM,MA,4880
DIALYSIS MANAGEMENT CORPORATION,WALTHAM,MA,468.39
DIALYSIS SPECIALISTS OF MARIETTA LTD.,WALTHAM,MA,80
DIALYSIS SPECIALISTS OF NORTHEAST OHIO LTD.,WALTHAM,MA,120
DIALYSIS SPECIALISTS OF TOPEKA INC.,WALTHAM,MA,80
DOUGLAS COUNTY DIALYSIS LLC,WALTHAM,MA,120
DUPAGE DIALYSIS LTD.,WALTHAM,MA,120
ELYRIA RENAL CARE LLC,WALTHAM,MA,473.88
EVEREST HEALTHCARE RHODE ISLAND INC.,WALTHAM,MA,520
FISHKILL DIALYSIS CENTER LLC,WALTHAM,MA,233.88
FMS ATLANTIC CITY HOLDINGS LLC,WALTHAM,MA,320
FMS BEAUMONT HEALTH LLC,WALTHAM,MA,1240
FMS CABELL HUNTINGTON DIALYSIS CENTERS LLC,WALTHAM,MA,160
FMS DELAWARE DIALYSIS LLC,WALTHAM,MA,160
FMS ENDEAVOUR DIALYSIS CENTER LLC,WALTHAM,MA,120
FMS KALAMAZOO LLC,WALTHAM,MA,240
FMS KENTWOOD LLC,WALTHAM,MA,80
FMS LANSING LLC,WALTHAM,MA,200
FMS LAWRENCEVILLE LLC,WALTHAM,MA,400
FMS MIDWEST DIALYSIS CENTERS LLC,WALTHAM,MA,696.94
"FMS NEPHROLOGY PARTNERS NORTH CENTRAL INDIANA DIALYSIS
CENTE",WALTHAM,MA,1037.16
FMS PHILADELPHIA DIALYSIS LLC,WALTHAM,MA,360
FMS ST. JOHNS MICHIGAN LLC,WALTHAM,MA,40
FONDREN DIALYSIS CLINIC INC.,WALTHAM,MA,244.7
FOUR STATE REGIONAL DIALYSIS CENTER INC.,WALTHAM,MA,40
FREEDOM CENTER OF NEWARK LLC,WALTHAM,MA,467.76
FREEDOM CENTER OF ROCKLAND COUNTY LLC,WALTHAM,MA,262.27
FREEDOM CENTER OF SYOSSET LLC,WALTHAM,MA,120
FREEDOM CENTER OF WESTMERE LLC,WALTHAM,MA,273.88
FRESENIUS ANNE ARUNDEL OUTPATIENT DIALYSIS SERVICES LLC,WALTHAM,MA,640
FRESENIUS KIDNEY CARE COLUMBUS HOME LLC,WALTHAM,MA,40
FRESENIUS KIDNEY CARE CONCHO VALLEY LLC,WALTHAM,MA,80
FRESENIUS KIDNEY CARE GADSDEN ACQ LLC,WALTHAM,MA,120
FRESENIUS KIDNEY CARE LONGVIEW LLC,WALTHAM,MA,200
FRESENIUS KIDNEY CARE PITTSBURGH LLC,WALTHAM,MA,205.33
FRESENIUS MEDICAL CARE - EUCALYPTUS LLC,WALTHAM,MA,468.39
FRESENIUS MEDICAL CARE - SOUTH TEXAS KIDNEY LLC,WALTHAM,MA,240
FRESENIUS MEDICAL CARE ALHAMBRA LLC,WALTHAM,MA,285.33
FRESENIUS MEDICAL CARE ANAHEIM LLC,WALTHAM,MA,421.16
FRESENIUS MEDICAL CARE ANDERSON LLC,WALTHAM,MA,520
FRESENIUS MEDICAL CARE BALBOA II LLC,WALTHAM,MA,1746.81
FRESENIUS MEDICAL CARE BALBOA LLC,WALTHAM,MA,2010.82
FRESENIUS MEDICAL CARE BALBOA V LLC,WALTHAM,MA,273.72
FRESENIUS MEDICAL CARE BATAVIA LLC,WALTHAM,MA,40
FRESENIUS MEDICAL CARE BEAMER LLC,WALTHAM,MA,120
FRESENIUS MEDICAL CARE BERKELEY LAKE LLC,WALTHAM,MA,80
FRESENIUS MEDICAL CARE BOONE COUNTY LLC,WALTHAM,MA,40
FRESENIUS MEDICAL CARE BRASELTON LLC,WALTHAM,MA,120
FRESENIUS MEDICAL CARE BUTLER COUNTY LLC,WALTHAM,MA,736.94
FRESENIUS MEDICAL CARE CAMDEN COUNTY LLC,WALTHAM,MA,360
FRESENIUS MEDICAL CARE CANAL WINCHESTER LLC,WALTHAM,MA,40
FRESENIUS MEDICAL CARE CAPITAL CITY LLC,WALTHAM,MA,6180.99
FRESENIUS MEDICAL CARE CENTENNIAL LLC,WALTHAM,MA,320
FRESENIUS MEDICAL CARE CENTERVILLE HOME LLC,WALTHAM,MA,216.94
FRESENIUS MEDICAL CARE CHATHAM LLC,WALTHAM,MA,280
FRESENIUS MEDICAL CARE CHICAGOLAND LLC,WALTHAM,MA,8081.86
FRESENIUS MEDICAL CARE CICERO LLC,WALTHAM,MA,480
FRESENIUS MEDICAL CARE CLEARANCEWATER LLC,WALTHAM,MA,160
FRESENIUS MEDICAL CARE CLINE DIALYSIS LLC,WALTHAM,MA,80
FRESENIUS MEDICAL CARE CLOVIS LLC,WALTHAM,MA,96.94
FRESENIUS MEDICAL CARE CNA KIDNEY CENTERS LLC,WALTHAM,MA,3600
FRESENIUS MEDICAL CARE CNV MARLBOROUGH LLC,WALTHAM,MA,198.26
FRESENIUS MEDICAL CARE COLORADO SPRINGS LLC,WALTHAM,MA,40
FRESENIUS MEDICAL CARE COLUMBIA FRANKLIN LLC,WALTHAM,MA,240
FRESENIUS MEDICAL CARE COMMONWEALTH NEPHROLOGY LLC,WALTHAM,MA,142.27
FRESENIUS MEDICAL CARE CORAL GABLES LLC,WALTHAM,MA,160
FRESENIUS MEDICAL CARE CREIGHTON DIALYSIS LLC,WALTHAM,MA,56.94
FRESENIUS MEDICAL CARE DAKOTA DUNES LLC,WALTHAM,MA,240
FRESENIUS MEDICAL CARE DELRAY LLC,WALTHAM,MA,120
FRESENIUS MEDICAL CARE DEPTFORD LLC,WALTHAM,MA,400
FRESENIUS MEDICAL CARE DES PLAINES LLC,WALTHAM,MA,120
FRESENIUS MEDICAL CARE DIABLO NEPHROLOGY CLINICS LLC,WALTHAM,MA,1608.76
FRESENIUS MEDICAL CARE DIALYSIS SERVICES COLORADO LLC,WALTHAM,MA,960
FRESENIUS MEDICAL CARE DUBOIS LLC,WALTHAM,MA,160
FRESENIUS MEDICAL CARE EAST AURORA LLC,WALTHAM,MA,80
FRESENIUS MEDICAL CARE EAST FORT LAUDERDALE LLC,WALTHAM,MA,160
FRESENIUS MEDICAL CARE EAST FORT WORTH LLC,WALTHAM,MA,40
FRESENIUS MEDICAL CARE EAST LAKES LLC,WALTHAM,MA,468.39
FRESENIUS MEDICAL CARE EAST MCCOMB DIALYSIS LLC,WALTHAM,MA,80
FRESENIUS MEDICAL CARE EAST MORRIS LLC,WALTHAM,MA,80
FRESENIUS MEDICAL CARE EL PASO TRANSMOUNTAIN LLC,WALTHAM,MA,200
FRESENIUS MEDICAL CARE EL PASO WEST LLC,WALTHAM,MA,80
FRESENIUS MEDICAL CARE ELGIN LLC,WALTHAM,MA,320
FRESENIUS MEDICAL CARE ENID LLC,WALTHAM,MA,153.88
FRESENIUS MEDICAL CARE ESSEX DUNDALK LLC,WALTHAM,MA,320
FRESENIUS MEDICAL CARE FAIRVIEW DIALYSIS LLC,WALTHAM,MA,320
FRESENIUS MEDICAL CARE FISHERS LLC,WALTHAM,MA,120
FRESENIUS MEDICAL CARE FORT WAYNE LLC,WALTHAM,MA,1677.16
FRESENIUS MEDICAL CARE FREDERICK LLC,WALTHAM,MA,40
FRESENIUS MEDICAL CARE FRESNO LLC,WALTHAM,MA,370.66
FRESENIUS MEDICAL CARE FRESNO NORTH HOME LLC,WALTHAM,MA,73.72
FRESENIUS MEDICAL CARE GALESBURG LLC,WALTHAM,MA,120
FRESENIUS MEDICAL CARE GARFIELD HEIGHTS HOME LLC,WALTHAM,MA,640
FRESENIUS MEDICAL CARE GERMANTOWN LLC,WALTHAM,MA,160
FRESENIUS MEDICAL CARE GLENDALE LLC,WALTHAM,MA,302.27
FRESENIUS MEDICAL CARE GOODLETTSVILLE LLC,WALTHAM,MA,80
FRESENIUS MEDICAL CARE GOOSE CREEK HOME DIALYSIS LLC,WALTHAM,MA,40
FRESENIUS MEDICAL CARE GRANBURY LLC,WALTHAM,MA,120
FRESENIUS MEDICAL CARE GRIFFITH LLC,WALTHAM,MA,193.88
FRESENIUS MEDICAL CARE HACKENSACK LLC,WALTHAM,MA,280
FRESENIUS MEDICAL CARE HALL COUNTY LLC,WALTHAM,MA,40
FRESENIUS MEDICAL CARE HAMILTON HOME LLC,WALTHAM,MA,160
FRESENIUS MEDICAL CARE HIMG DIALYSIS CENTER LLC,WALTHAM,MA,120
FRESENIUS MEDICAL CARE HONEY CREEK DIALYSIS LLC,WALTHAM,MA,285.33
FRESENIUS MEDICAL CARE HOUSTON HOME LLC,WALTHAM,MA,56.94
FRESENIUS MEDICAL CARE HUNTINGDON VALLEY LLC,WALTHAM,MA,400
FRESENIUS MEDICAL CARE INDIAN HILLS LLC,WALTHAM,MA,280
FRESENIUS MEDICAL CARE INDIANA LLC,WALTHAM,MA,2934.54
FRESENIUS MEDICAL CARE IRONBOUND LLC,WALTHAM,MA,480
FRESENIUS MEDICAL CARE IRVINE LLC,WALTHAM,MA,164.54
FRESENIUS MEDICAL CARE JANESVILLE LLC,WALTHAM,MA,40
FRESENIUS MEDICAL CARE JERSEY SHORE LLC,WALTHAM,MA,440
FRESENIUS MEDICAL CARE JOLIET HOME LLC,WALTHAM,MA,120
FRESENIUS MEDICAL CARE JONESBORO LLC,WALTHAM,MA,96.94
FRESENIUS MEDICAL CARE KIDNEY AND HYPERTENSION LLC,WALTHAM,MA,147.6
FRESENIUS MEDICAL CARE KOKE MILL LLC,WALTHAM,MA,80
FRESENIUS MEDICAL CARE KYANA LLC,WALTHAM,MA,80
FRESENIUS MEDICAL CARE LAKE BLUFF LLC,WALTHAM,MA,80
FRESENIUS MEDICAL CARE LAKE COUNTY LLC,WALTHAM,MA,1120
FRESENIUS MEDICAL CARE LAKE FOREST LLC,WALTHAM,MA,125.33
"FRESENIUS MEDICAL CARE LANCASTER NEPHROLOGY INVESTMENTS
LLC",WALTHAM,MA,193.88
FRESENIUS MEDICAL CARE LAPLACE LLC,WALTHAM,MA,108.39
FRESENIUS MEDICAL CARE LEMONT LLC,WALTHAM,MA,80
FRESENIUS MEDICAL CARE LENEXA LLC,WALTHAM,MA,80
FRESENIUS MEDICAL CARE LINDEN LLC,WALTHAM,MA,640
FRESENIUS MEDICAL CARE LIVINGSTON LLC,WALTHAM,MA,240
FRESENIUS MEDICAL CARE LOCUST GROVE LLC,WALTHAM,MA,200
FRESENIUS MEDICAL CARE LOGAN SQUARE LLC,WALTHAM,MA,80
FRESENIUS MEDICAL CARE LOGANVILLE LLC,WALTHAM,MA,176.94
FRESENIUS MEDICAL CARE LOMBARD LLC,WALTHAM,MA,160
FRESENIUS MEDICAL CARE LONG BEACH LLC,WALTHAM,MA,353.88
FRESENIUS MEDICAL CARE LOVELAND LLC,WALTHAM,MA,80
FRESENIUS MEDICAL CARE LUBBOCK LLC,WALTHAM,MA,240
FRESENIUS MEDICAL CARE MANASSAS LLC,WALTHAM,MA,240
FRESENIUS MEDICAL CARE MARKET STREET DIALYSIS LLC,WALTHAM,MA,40
FRESENIUS MEDICAL CARE MATAWAN LLC,WALTHAM,MA,80
FRESENIUS MEDICAL CARE MCCALLA LLC,WALTHAM,MA,28.39
FRESENIUS MEDICAL CARE MIAMI SHORES LLC,WALTHAM,MA,160
FRESENIUS MEDICAL CARE MIDWEST DIALYSIS LLC,WALTHAM,MA,1667.76
FRESENIUS MEDICAL CARE MILWAUKEE LLC,WALTHAM,MA,330.82
FRESENIUS MEDICAL CARE MONROE LLC,WALTHAM,MA,1591.03
FRESENIUS MEDICAL CARE MONTCLAIR LLC,WALTHAM,MA,480
FRESENIUS MEDICAL CARE MORRISTOWN LLC,WALTHAM,MA,160
FRESENIUS MEDICAL CARE MOUNT PROSPECT LLC,WALTHAM,MA,120
FRESENIUS MEDICAL CARE NAK FRANKFORT LLC,WALTHAM,MA,40
FRESENIUS MEDICAL CARE NAK SCOTT COUNTY LLC,WALTHAM,MA,210.82
FRESENIUS MEDICAL CARE NAPERBROOK LLC,WALTHAM,MA,40
FRESENIUS MEDICAL CARE NE LAS VEGAS LLC,WALTHAM,MA,120
"FRESENIUS MEDICAL CARE NEPHROLOGY AND INTERNAL MEDICINE
DIAL",WALTHAM,MA,1401.86
"FRESENIUS MEDICAL CARE NEPHROLOGY PARTNERS RENAL CARE
CENTER",WALTHAM,MA,273.88
FRESENIUS MEDICAL CARE NEW ALBANY LLC,WALTHAM,MA,56.94
FRESENIUS MEDICAL CARE NKDHC LLC,WALTHAM,MA,360
FRESENIUS MEDICAL CARE NOBLE WOODS LLC,WALTHAM,MA,80
FRESENIUS MEDICAL CARE NORMAL LLC,WALTHAM,MA,360
FRESENIUS MEDICAL CARE NORTHCOAST LLC,WALTHAM,MA,216.94
FRESENIUS MEDICAL CARE NORTHEAST HOUSTON LLC,WALTHAM,MA,80
FRESENIUS MEDICAL CARE NORTHERN DELAWARE LLC,WALTHAM,MA,520
FRESENIUS MEDICAL CARE NORTHSIDE DIALYSIS LLC,WALTHAM,MA,176.78
FRESENIUS MEDICAL CARE NORWALK LLC,WALTHAM,MA,170.82
FRESENIUS MEDICAL CARE NW BALTIMORE LLC,WALTHAM,MA,360
FRESENIUS MEDICAL CARE NW INDIANA LLC,WALTHAM,MA,2018.8
FRESENIUS MEDICAL CARE OAK FOREST LLC,WALTHAM,MA,120
FRESENIUS MEDICAL CARE OCEAN LLC,WALTHAM,MA,240
FRESENIUS MEDICAL CARE OF ILLINOIS LLC,WALTHAM,MA,2255.52
FRESENIUS MEDICAL CARE OF LILLINGTON LLC,WALTHAM,MA,120
FRESENIUS MEDICAL CARE OF MONTANA LLC,WALTHAM,MA,160
FRESENIUS MEDICAL CARE OF PLAINFIELD LLC,WALTHAM,MA,640
FRESENIUS MEDICAL CARE OKCD LLC,WALTHAM,MA,160
FRESENIUS MEDICAL CARE ORANGE COUNTY LLC,WALTHAM,MA,440
FRESENIUS MEDICAL CARE PALATINE LLC,WALTHAM,MA,400
FRESENIUS MEDICAL CARE PARAMUS DIALYSIS CENTER LLC,WALTHAM,MA,160
FRESENIUS MEDICAL CARE PEGASUS LLC,WALTHAM,MA,160
FRESENIUS MEDICAL CARE PLAINFIELD NORTH LLC,WALTHAM,MA,120
FRESENIUS MEDICAL CARE POMONA LLC,WALTHAM,MA,440
FRESENIUS MEDICAL CARE PORT CHARLOTTE LLC,WALTHAM,MA,640
FRESENIUS MEDICAL CARE PROVO LLC,WALTHAM,MA,40
FRESENIUS MEDICAL CARE QUAD CITIES LLC,WALTHAM,MA,400
FRESENIUS MEDICAL CARE READING LLC,WALTHAM,MA,40
FRESENIUS MEDICAL CARE REDAN LLC,WALTHAM,MA,120
FRESENIUS MEDICAL CARE REEDLEY LLC,WALTHAM,MA,56.94
FRESENIUS MEDICAL CARE RENAL THERAPEUTICS LLC,WALTHAM,MA,433.88
FRESENIUS MEDICAL CARE RENNER ROAD LLC,WALTHAM,MA,80
FRESENIUS MEDICAL CARE RIVER FOREST LLC,WALTHAM,MA,440
FRESENIUS MEDICAL CARE RIVERTON LLC,WALTHAM,MA,80
FRESENIUS MEDICAL CARE ROANOKE VALLEY DIALYSIS LLC,WALTHAM,MA,250.66
FRESENIUS MEDICAL CARE SAN ANTONIO LLC,WALTHAM,MA,4175.83
FRESENIUS MEDICAL CARE SANDHILL LLC,WALTHAM,MA,80
FRESENIUS MEDICAL CARE SANDY RIVER LLC,WALTHAM,MA,160
FRESENIUS MEDICAL CARE SCHAUMBURG LLC,WALTHAM,MA,40
FRESENIUS MEDICAL CARE SELLERSVILLE LLC,WALTHAM,MA,240
FRESENIUS MEDICAL CARE SHARON HILL LLC,WALTHAM,MA,40
FRESENIUS MEDICAL CARE SHAWANO LLC,WALTHAM,MA,40
FRESENIUS MEDICAL CARE SOUTH AIRWAYS LLC,WALTHAM,MA,160
FRESENIUS MEDICAL CARE SOUTH BEND LLC,WALTHAM,MA,250.82
FRESENIUS MEDICAL CARE SOUTH DEERING LLC,WALTHAM,MA,296.94
FRESENIUS MEDICAL CARE SOUTHERN DELAWARE LLC,WALTHAM,MA,1684.7
FRESENIUS MEDICAL CARE SOUTHERN MARYLAND HOME LLC,WALTHAM,MA,360
FRESENIUS MEDICAL CARE SPRING KLEIN DIALYSIS CENTER LLC,WALTHAM,MA,40
FRESENIUS MEDICAL CARE SPRING VALLEY LLC,WALTHAM,MA,360
FRESENIUS MEDICAL CARE SPRINGFIELD EAST LLC,WALTHAM,MA,240
FRESENIUS MEDICAL CARE STANFORD LLC,WALTHAM,MA,40
FRESENIUS MEDICAL CARE STARK COUNTY LLC,WALTHAM,MA,313.88
FRESENIUS MEDICAL CARE SUMMIT LLC,WALTHAM,MA,840
FRESENIUS MEDICAL CARE SW JACKSON HOME LLC,WALTHAM,MA,80
FRESENIUS MEDICAL CARE TAMARAC LLC,WALTHAM,MA,160
FRESENIUS MEDICAL CARE TAMPA LLC,WALTHAM,MA,440
FRESENIUS MEDICAL CARE TOMS RIVER LLC,WALTHAM,MA,360
FRESENIUS MEDICAL CARE TOWSON LLC,WALTHAM,MA,40
FRESENIUS MEDICAL CARE TULSA LLC,WALTHAM,MA,2301.64
FRESENIUS MEDICAL CARE UTAH LLC,WALTHAM,MA,280
FRESENIUS MEDICAL CARE VENICE LLC,WALTHAM,MA,200
FRESENIUS MEDICAL CARE VERO BEACH LLC,WALTHAM,MA,80
FRESENIUS MEDICAL CARE VINELAND LLC,WALTHAM,MA,160
FRESENIUS MEDICAL CARE VOORHEES LLC,WALTHAM,MA,840
FRESENIUS MEDICAL CARE VRO LLC,WALTHAM,MA,313.88
FRESENIUS MEDICAL CARE WALTERBORO LLC,WALTHAM,MA,80
FRESENIUS MEDICAL CARE WARNER ROBINS LLC,WALTHAM,MA,40
FRESENIUS MEDICAL CARE WEST BEXAR LLC,WALTHAM,MA,320
FRESENIUS MEDICAL CARE WEST MADISON LLC,WALTHAM,MA,40
FRESENIUS MEDICAL CARE WEST SAHARA LLC,WALTHAM,MA,120
FRESENIUS MEDICAL CARE WEST WILLOW LLC,WALTHAM,MA,40
FRESENIUS MEDICAL CARE WILMINGTON HOME LLC,WALTHAM,MA,96.94
FRESENIUS MEDICAL CARE WINDSOR LLC,WALTHAM,MA,200
FRESENIUS MEDICAL CARE WOODLAND (CALIFORNIA) LLC,WALTHAM,MA,120
FRESENIUS MEDICAL CARE YOUNGSTOWN LLC,WALTHAM,MA,1650.82
FRESENIUS MEDICAL CARE ZION LLC,WALTHAM,MA,120
FRESENIUS MEDICAL CARE-OSUIM KIDNEY CENTERS LLC,WALTHAM,MA,896.94
GFLD LLC,WALTHAM,MA,96.94
HAUPPAUGE DIALYSIS CENTER LLC,WALTHAM,MA,136.94
HENRY DIALYSIS CENTER LLC,WALTHAM,MA,440
HOLLYWOOD DIALYSIS LLC,WALTHAM,MA,40
HOLY NAME RENAL CARE CENTER LLC,WALTHAM,MA,160
HOMESTEAD ARTIFICIAL KIDNEY CENTER INC.,WALTHAM,MA,80
HPLD PARTNERS LLC,WALTHAM,MA,136.94
IDAHO KIDNEY CENTER-BLACKFOOT LLC,WALTHAM,MA,40
INDEPENDENT NEPHROLOGY SERVICES LLC,WALTHAM,MA,40
JEFFERSON COUNTY DIALYSIS INC.,WALTHAM,MA,80
KDCO INC.,WALTHAM,MA,440
KENTUCKY RENAL CARE GROUP LLC,WALTHAM,MA,240
LAKE CLARKE SHORES DIALYSIS CENTER LLC,WALTHAM,MA,240
LAKELAND HOME PROGRAM LLC,WALTHAM,MA,581.48
LAKEWOOD DIALYSIS SERVICES LLC,WALTHAM,MA,160
LDCD LLC,WALTHAM,MA,40
LDHB LLC,WALTHAM,MA,120
LDNL LLC,WALTHAM,MA,193.88
LDSP LLC,WALTHAM,MA,120
LDV LLC,WALTHAM,MA,200
LIBERTY DIALYSIS - BRENHAM LLC,WALTHAM,MA,120
LIBERTY DIALYSIS - HAMMONTON LLC,WALTHAM,MA,320
LIBERTY DIALYSIS - LAFAYETTE LLC,WALTHAM,MA,1003.28
LIBERTY DIALYSIS - LAKELAND LLC,WALTHAM,MA,120
LIBERTY DIALYSIS - PASADENA LLC,WALTHAM,MA,147.6
LIBERTY DIALYSIS-CARSON CITY LLC,WALTHAM,MA,320
LIBERTY DIALYSIS-COLLEGE STATION LLC,WALTHAM,MA,80
LIBERTY DIALYSIS-HAMMOND LLC,WALTHAM,MA,153.88
LIBERTY DIALYSIS-JORDAN LANDING LLC,WALTHAM,MA,400
LIBERTY DIALYSIS-LAREDO LLC,WALTHAM,MA,176.94
LIBERTY DIALYSIS-NAMPA LLC,WALTHAM,MA,160
LIBERTY DIALYSIS-NORTHWEST RENO LLC,WALTHAM,MA,280
LIBERTY DIALYSIS-RUNNEMEDE LLC,WALTHAM,MA,120
LIBERTY DIALYSIS-SOUTH RENO LLC,WALTHAM,MA,240
LIBERTY DIALYSIS-SPARKS LLC,WALTHAM,MA,80
LIBERTY DIALYSIS-ST.GEORGE LLC,WALTHAM,MA,280
LIBERTY DIALYSIS-WEBER COUNTY LLC,WALTHAM,MA,160
LIBERTY DIALYSIS-WOODS CROSS LLC,WALTHAM,MA,120
LIBERTY FOREST FAIR LLC,WALTHAM,MA,80
LIBERTY NEW MEXICO PARTNERS 1 LLC,WALTHAM,MA,120
LIBERTY NEW MEXICO PARTNERS 2 LLC,WALTHAM,MA,160
LIBIR LLC,WALTHAM,MA,120
LITTLE ROCK DIALYSIS INC.,WALTHAM,MA,80
LORAIN COUNTY RENAL CARE GROUP LLC,WALTHAM,MA,530.82
LSL NEWBURGH LLC,WALTHAM,MA,572.75
MAUMEE DIALYSIS SERVICES LLC,WALTHAM,MA,73.88
METROPOLIS DIALYSIS SERVICES LLC,WALTHAM,MA,200
MIAMI REGIONAL DIALYSIS CENTER WEST LLC,WALTHAM,MA,40
MIAMI-ARA LLC,WALTHAM,MA,40
