Comparison_Type,Week_Ending,Current_Season_Week_Ending_Label,Comparison_Group1,Comparison_Group2,Comparison_Group1_Point_Estimate,Comparison_Group2_Point_Estimate,Difference_Estimate,Difference_Estimate_Lower_95_CI,Difference_Estimate_Upper_95_CI,Signficant_at_95_Pct,Comparison_Group1_Sort_Order,Comparison_Group2_Sort_Order
Within Season Poverty Comparison,05/04/2024,05/04/2024,Below Poverty,Poverty Status Unknown,54.7,51.5,3.1,-0.49,6.75,,16,17
Within Season Poverty Comparison,05/11/2024,05/11/2024,Below Poverty,Poverty Status Unknown,54.7,51.5,3.1,-0.49,6.75,,16,17
Within Season Poverty Comparison,05/11/2024,05/11/2024,"Above Poverty, Income < $75k",Poverty Status Unknown,47.5,51.5,-4,-6.94,-1.07,*,15,17
Within Season Poverty Comparison,05/11/2024,05/11/2024,"Above Poverty, Income >= $75k",Poverty Status Unknown,57.3,51.5,5.7,3.08,8.4,*,14,17
Between Season Urbanicity Comparison,10/07/2023,10/07/2023,Overall,Overall,18,19.5,-1.5,-2.5,-0.4,*,2,2
Between Season Urbanicity Comparison,10/07/2023,10/07/2023,Rural (Non-MSA),Rural (Non-MSA),13,14.3,-1.3,-3.7,1.1,,22,22
Between Season Urbanicity Comparison,10/07/2023,10/07/2023,Suburban (MSA Non-Principal City),Suburban (MSA Non-Principal City),17.6,18.8,-1.3,-2.6,0,,23,23
Between Season Urbanicity Comparison,10/07/2023,10/07/2023,Urban (MSA Principal City),Urban (MSA Principal City),20.2,21.9,-1.7,-3.7,0.3,,24,24
Between Season Urbanicity Comparison,10/14/2023,10/14/2023,Overall,Overall,20.9,22,-1.1,-2.2,0,,2,2
Between Season Urbanicity Comparison,10/14/2023,10/14/2023,Rural (Non-MSA),Rural (Non-MSA),14.5,15.7,-1.2,-3.6,1.2,,22,22
Between Season Urbanicity Comparison,10/14/2023,10/14/2023,Suburban (MSA Non-Principal City),Suburban (MSA Non-Principal City),21,21.4,-0.4,-1.9,1.1,,23,23
Between Season Urbanicity Comparison,10/14/2023,10/14/2023,Urban (MSA Principal City),Urban (MSA Principal City),22.5,24.5,-2,-4,0,,24,24
Between Season Urbanicity Comparison,10/21/2023,10/21/2023,Overall,Overall,24.7,25.2,-0.5,-1.8,0.8,,2,2
Between Season Urbanicity Comparison,10/21/2023,10/21/2023,Rural (Non-MSA),Rural (Non-MSA),16.1,18.4,-2.3,-4.9,0.2,,22,22
Between Season Urbanicity Comparison,10/21/2023,10/21/2023,Suburban (MSA Non-Principal City),Suburban (MSA Non-Principal City),25.1,24.3,0.8,-0.9,2.6,,23,23
Between Season Urbanicity Comparison,10/21/2023,10/21/2023,Urban (MSA Principal City),Urban (MSA Principal City),26.7,28.3,-1.6,-4,0.7,,24,24
Between Season Urbanicity Comparison,10/28/2023,10/28/2023,Overall,Overall,26.3,27.8,-1.5,-3.1,0.1,,2,2
Between Season Urbanicity Comparison,10/28/2023,10/28/2023,Rural (Non-MSA),Rural (Non-MSA),17.1,20.6,-3.5,-6.6,-0.3,*,22,22
Between Season Urbanicity Comparison,10/28/2023,10/28/2023,Suburban (MSA Non-Principal City),Suburban (MSA Non-Principal City),26.7,26.7,0.1,-2.1,2.2,,23,23
Between Season Urbanicity Comparison,10/28/2023,10/28/2023,Urban (MSA Principal City),Urban (MSA Principal City),28.7,31.6,-2.9,-6,0.1,,24,24
Between Season Urbanicity Comparison,11/04/2023,11/04/2023,Overall,Overall,34.4,36.5,-2.1,-3,-1.2,*,2,2
Between Season Urbanicity Comparison,11/04/2023,11/04/2023,Rural (Non-MSA),Rural (Non-MSA),25.1,27.8,-2.7,-4.5,-0.9,*,22,22
Between Season Urbanicity Comparison,11/04/2023,11/04/2023,Suburban (MSA Non-Principal City),Suburban (MSA Non-Principal City),34.2,37.1,-2.9,-4.1,-1.7,*,23,23
Between Season Urbanicity Comparison,11/04/2023,11/04/2023,Urban (MSA Principal City),Urban (MSA Principal City),38,38.7,-0.7,-2.3,0.9,,24,24
Between Season Urbanicity Comparison,11/11/2023,11/11/2023,Overall,Overall,36.3,39.1,-2.7,-3.8,-1.6,*,2,2
Between Season Urbanicity Comparison,11/11/2023,11/11/2023,Rural (Non-MSA),Rural (Non-MSA),25.4,29,-3.7,-5.7,-1.7,*,22,22
Between Season Urbanicity Comparison,11/11/2023,11/11/2023,Suburban (MSA Non-Principal City),Suburban (MSA Non-Principal City),36.5,39.5,-3,-4.4,-1.5,*,23,23
Between Season Urbanicity Comparison,11/11/2023,11/11/2023,Urban (MSA Principal City),Urban (MSA Principal City),39.9,41.8,-2,-4,0.1,,24,24
Between Season Urbanicity Comparison,11/18/2023,11/18/2023,Overall,Overall,37.8,41.2,-3.3,-4.6,-2.1,*,2,2
Between Season Urbanicity Comparison,11/18/2023,11/18/2023,Rural (Non-MSA),Rural (Non-MSA),26.1,31,-5,-7.7,-2.2,*,22,22
Between Season Urbanicity Comparison,11/18/2023,11/18/2023,Suburban (MSA Non-Principal City),Suburban (MSA Non-Principal City),38.6,41.5,-2.8,-4.6,-1.1,*,23,23
Between Season Urbanicity Comparison,11/18/2023,11/18/2023,Urban (MSA Principal City),Urban (MSA Principal City),40.6,43.9,-3.3,-5.5,-1.2,*,24,24
Between Season Urbanicity Comparison,11/25/2023,11/25/2023,Overall,Overall,38.7,43,-4.3,-5.9,-2.7,*,2,2
Between Season Urbanicity Comparison,11/25/2023,11/25/2023,Rural (Non-MSA),Rural (Non-MSA),26.7,31.2,-4.5,-7.3,-1.6,*,22,22
Between Season Urbanicity Comparison,11/25/2023,11/25/2023,Suburban (MSA Non-Principal City),Suburban (MSA Non-Principal City),39.6,43.4,-3.8,-6.1,-1.5,*,23,23
Between Season Urbanicity Comparison,11/25/2023,11/25/2023,Urban (MSA Principal City),Urban (MSA Principal City),41.2,46.1,-4.9,-7.5,-2.3,*,24,24
Between Season Urbanicity Comparison,12/02/2023,12/02/2023,Overall,Overall,43.4,45.8,-2.4,-3.3,-1.5,*,2,2
Between Season Urbanicity Comparison,12/02/2023,12/02/2023,Rural (Non-MSA),Rural (Non-MSA),31.8,34.9,-3.1,-5,-1.2,*,22,22
Between Season Urbanicity Comparison,12/02/2023,12/02/2023,Suburban (MSA Non-Principal City),Suburban (MSA Non-Principal City),43.5,46.7,-3.2,-4.4,-2,*,23,23
Between Season Urbanicity Comparison,12/02/2023,12/02/2023,Urban (MSA Principal City),Urban (MSA Principal City),47.4,48.2,-0.9,-2.4,0.7,,24,24
Between Season Urbanicity Comparison,12/09/2023,12/09/2023,Overall,Overall,43.9,46.9,-3,-4,-2.1,*,2,2
Between Season Urbanicity Comparison,12/09/2023,12/09/2023,Rural (Non-MSA),Rural (Non-MSA),32.3,35.2,-2.9,-4.9,-0.9,*,22,22
Between Season Urbanicity Comparison,12/09/2023,12/09/2023,Suburban (MSA Non-Principal City),Suburban (MSA Non-Principal City),43.9,48,-4,-5.3,-2.7,*,23,23
Between Season Urbanicity Comparison,12/09/2023,12/09/2023,Urban (MSA Principal City),Urban (MSA Principal City),47.9,49.2,-1.4,-3.1,0.4,,24,24
Between Season Urbanicity Comparison,12/16/2023,12/16/2023,Overall,Overall,44.3,47.8,-3.4,-4.5,-2.4,*,2,2
Between Season Urbanicity Comparison,12/16/2023,12/16/2023,Rural (Non-MSA),Rural (Non-MSA),32.3,35.4,-3,-5,-1.1,*,22,22
Between Season Urbanicity Comparison,12/16/2023,12/16/2023,Suburban (MSA Non-Principal City),Suburban (MSA Non-Principal City),44.3,49,-4.7,-6.1,-3.3,*,23,23
Between Season Urbanicity Comparison,12/16/2023,12/16/2023,Urban (MSA Principal City),Urban (MSA Principal City),48.5,49.9,-1.4,-3.3,0.5,,24,24
Between Season Urbanicity Comparison,12/23/2023,12/23/2023,Overall,Overall,44.7,48.9,-4.1,-5.3,-3,*,2,2
Between Season Urbanicity Comparison,12/23/2023,12/23/2023,Rural (Non-MSA),Rural (Non-MSA),32.7,36.6,-3.8,-6.1,-1.6,*,22,22
Between Season Urbanicity Comparison,12/23/2023,12/23/2023,Suburban (MSA Non-Principal City),Suburban (MSA Non-Principal City),44.5,50.3,-5.7,-7.3,-4.1,*,23,23
Between Season Urbanicity Comparison,12/23/2023,12/23/2023,Urban (MSA Principal City),Urban (MSA Principal City),49,50.6,-1.6,-3.6,0.4,,24,24
Between Season Urbanicity Comparison,12/30/2023,12/30/2023,Overall,Overall,44.8,49.2,-4.4,-5.6,-3.3,*,2,2
Between Season Urbanicity Comparison,12/30/2023,12/30/2023,Rural (Non-MSA),Rural (Non-MSA),32.7,37.5,-4.8,-7.7,-1.9,*,22,22
Between Season Urbanicity Comparison,12/30/2023,12/30/2023,Suburban (MSA Non-Principal City),Suburban (MSA Non-Principal City),44.6,50.5,-6,-7.6,-4.3,*,23,23
Between Season Urbanicity Comparison,12/30/2023,12/30/2023,Urban (MSA Principal City),Urban (MSA Principal City),49,50.8,-1.8,-3.8,0.2,,24,24
Between Season Urbanicity Comparison,01/06/2024,01/06/2024,Overall,Overall,47.9,50.2,-2.3,-3.3,-1.3,*,2,2
Between Season Urbanicity Comparison,01/06/2024,01/06/2024,Rural (Non-MSA),Rural (Non-MSA),35.8,37.9,-2.1,-4.2,0,,22,22
Between Season Urbanicity Comparison,01/06/2024,01/06/2024,Suburban (MSA Non-Principal City),Suburban (MSA Non-Principal City),47.9,51.1,-3.3,-4.6,-2,*,23,23
Between Season Urbanicity Comparison,01/06/2024,01/06/2024,Urban (MSA Principal City),Urban (MSA Principal City),52.8,53.2,-0.5,-2.2,1.3,,24,24
Between Season Urbanicity Comparison,01/13/2024,01/13/2024,Overall,Overall,48.3,50.5,-2.1,-3.1,-1.2,*,2,2
Between Season Urbanicity Comparison,01/13/2024,01/13/2024,Rural (Non-MSA),Rural (Non-MSA),35.9,38,-2.1,-4.3,0,,22,22
Between Season Urbanicity Comparison,01/13/2024,01/13/2024,Suburban (MSA Non-Principal City),Suburban (MSA Non-Principal City),48.2,51.5,-3.3,-4.6,-1.9,*,23,23
Between Season Urbanicity Comparison,01/13/2024,01/13/2024,Urban (MSA Principal City),Urban (MSA Principal City),53.3,53.3,0,-1.8,1.7,,24,24
Between Season Urbanicity Comparison,01/20/2024,01/20/2024,Overall,Overall,48.7,51.3,-2.6,-3.6,-1.6,*,2,2
Between Season Urbanicity Comparison,01/20/2024,01/20/2024,Rural (Non-MSA),Rural (Non-MSA),36,39.6,-3.6,-5.7,-1.4,*,22,22
Between Season Urbanicity Comparison,01/20/2024,01/20/2024,Suburban (MSA Non-Principal City),Suburban (MSA Non-Principal City),48.7,52,-3.3,-4.7,-1.9,*,23,23
Between Season Urbanicity Comparison,01/20/2024,01/20/2024,Urban (MSA Principal City),Urban (MSA Principal City),53.5,53.8,-0.3,-2.1,1.5,,24,24
Between Season Urbanicity Comparison,01/27/2024,01/27/2024,Overall,Overall,49,51.7,-2.7,-3.8,-1.6,*,2,2
Between Season Urbanicity Comparison,01/27/2024,01/27/2024,Rural (Non-MSA),Rural (Non-MSA),36.6,39.6,-2.9,-5.3,-0.6,*,22,22
Between Season Urbanicity Comparison,01/27/2024,01/27/2024,Suburban (MSA Non-Principal City),Suburban (MSA Non-Principal City),48.9,52.4,-3.5,-5,-2,*,23,23
Between Season Urbanicity Comparison,01/27/2024,01/27/2024,Urban (MSA Principal City),Urban (MSA Principal City),53.8,54.1,-0.3,-2.2,1.6,,24,24
Between Season Urbanicity Comparison,02/03/2024,02/03/2024,Overall,Overall,50.2,52.7,-2.5,-3.4,-1.5,*,2,2
Between Season Urbanicity Comparison,02/03/2024,02/03/2024,Rural (Non-MSA),Rural (Non-MSA),37.1,39.6,-2.5,-4.7,-0.4,*,22,22
Between Season Urbanicity Comparison,02/03/2024,02/03/2024,Suburban (MSA Non-Principal City),Suburban (MSA Non-Principal City),50.2,53.4,-3.2,-4.5,-1.8,*,23,23
Between Season Urbanicity Comparison,02/03/2024,02/03/2024,Urban (MSA Principal City),Urban (MSA Principal City),55.3,56.3,-1,-2.8,0.8,,24,24
Between Season Urbanicity Comparison,02/10/2024,02/10/2024,Overall,Overall,50.6,53,-2.4,-3.4,-1.3,*,2,2
Between Season Urbanicity Comparison,02/10/2024,02/10/2024,Rural (Non-MSA),Rural (Non-MSA),37.1,39.6,-2.6,-4.7,-0.4,*,22,22
Between Season Urbanicity Comparison,02/10/2024,02/10/2024,Suburban (MSA Non-Principal City),Suburban (MSA Non-Principal City),50.3,53.8,-3.6,-5,-2.2,*,23,23
Between Season Urbanicity Comparison,02/10/2024,02/10/2024,Urban (MSA Principal City),Urban (MSA Principal City),56,56.3,-0.3,-2.2,1.6,,24,24
Between Season Urbanicity Comparison,02/17/2024,02/17/2024,Overall,Overall,50.9,53.3,-2.4,-3.5,-1.4,*,2,2
Between Season Urbanicity Comparison,02/17/2024,02/17/2024,Rural (Non-MSA),Rural (Non-MSA),37.7,40.3,-2.7,-5.1,-0.2,*,22,22
Between Season Urbanicity Comparison,02/17/2024,02/17/2024,Suburban (MSA Non-Principal City),Suburban (MSA Non-Principal City),50.6,54.2,-3.6,-5,-2.2,*,23,23
Between Season Urbanicity Comparison,02/17/2024,02/17/2024,Urban (MSA Principal City),Urban (MSA Principal City),56.1,56.4,-0.3,-2.2,1.6,,24,24
Between Season Urbanicity Comparison,02/24/2024,02/24/2024,Overall,Overall,50.9,53.6,-2.7,-3.8,-1.6,*,2,2
Between Season Urbanicity Comparison,02/24/2024,02/24/2024,Rural (Non-MSA),Rural (Non-MSA),37.7,40.5,-2.8,-5.2,-0.4,*,22,22
Between Season Urbanicity Comparison,02/24/2024,02/24/2024,Suburban (MSA Non-Principal City),Suburban (MSA Non-Principal City),50.6,54.2,-3.6,-5,-2.2,*,23,23
Between Season Urbanicity Comparison,02/24/2024,02/24/2024,Urban (MSA Principal City),Urban (MSA Principal City),56.1,57.1,-1,-3.1,1.1,,24,24
Between Season Urbanicity Comparison,03/02/2024,03/02/2024,Overall,Overall,52,54.4,-2.4,-3.4,-1.3,*,2,2
Between Season Urbanicity Comparison,03/02/2024,03/02/2024,Rural (Non-MSA),Rural (Non-MSA),38.8,40.8,-2,-4.4,0.3,,22,22
Between Season Urbanicity Comparison,03/02/2024,03/02/2024,Suburban (MSA Non-Principal City),Suburban (MSA Non-Principal City),51.7,55.1,-3.4,-4.8,-2,*,23,23
Between Season Urbanicity Comparison,03/02/2024,03/02/2024,Urban (MSA Principal City),Urban (MSA Principal City),57.3,58.1,-0.8,-2.6,1.1,,24,24
Between Season Urbanicity Comparison,03/09/2024,03/09/2024,Overall,Overall,52.1,54.5,-2.4,-3.5,-1.4,*,2,2
Between Season Urbanicity Comparison,03/09/2024,03/09/2024,Rural (Non-MSA),Rural (Non-MSA),38.8,40.8,-2.1,-4.4,0.3,,22,22
Between Season Urbanicity Comparison,03/09/2024,03/09/2024,Suburban (MSA Non-Principal City),Suburban (MSA Non-Principal City),51.8,55.3,-3.4,-4.9,-2,*,23,23
Between Season Urbanicity Comparison,03/09/2024,03/09/2024,Urban (MSA Principal City),Urban (MSA Principal City),57.3,58.1,-0.8,-2.7,1.1,,24,24
Between Season Urbanicity Comparison,03/16/2024,03/16/2024,Overall,Overall,52.2,54.6,-2.4,-3.5,-1.4,*,2,2
Between Season Urbanicity Comparison,03/16/2024,03/16/2024,Rural (Non-MSA),Rural (Non-MSA),38.8,41,-2.2,-4.5,0.2,,22,22
Between Season Urbanicity Comparison,03/16/2024,03/16/2024,Suburban (MSA Non-Principal City),Suburban (MSA Non-Principal City),51.9,55.3,-3.4,-4.9,-2,*,23,23
Between Season Urbanicity Comparison,03/16/2024,03/16/2024,Urban (MSA Principal City),Urban (MSA Principal City),57.4,58.1,-0.7,-2.6,1.1,,24,24
Between Season Urbanicity Comparison,03/23/2024,03/23/2024,Overall,Overall,52.4,54.8,-2.3,-3.4,-1.2,*,2,2
Between Season Urbanicity Comparison,03/23/2024,03/23/2024,Rural (Non-MSA),Rural (Non-MSA),38.9,41.5,-2.6,-4.9,-0.2,*,22,22
Between Season Urbanicity Comparison,03/23/2024,03/23/2024,Suburban (MSA Non-Principal City),Suburban (MSA Non-Principal City),52.3,55.4,-3.1,-4.6,-1.7,*,23,23
Between Season Urbanicity Comparison,03/23/2024,03/23/2024,Urban (MSA Principal City),Urban (MSA Principal City),57.6,58.1,-0.6,-2.4,1.3,,24,24
Between Season Urbanicity Comparison,03/30/2024,03/30/2024,Overall,Overall,52.5,55.2,-2.8,-3.8,-1.7,*,2,2
Between Season Urbanicity Comparison,03/30/2024,03/30/2024,Rural (Non-MSA),Rural (Non-MSA),38.9,41.5,-2.6,-4.9,-0.2,*,22,22
Between Season Urbanicity Comparison,03/30/2024,03/30/2024,Suburban (MSA Non-Principal City),Suburban (MSA Non-Principal City),52.3,55.8,-3.5,-4.9,-2,*,23,23
Between Season Urbanicity Comparison,03/30/2024,03/30/2024,Urban (MSA Principal City),Urban (MSA Principal City),57.6,59.4,-1.8,-3.7,0.1,,24,24
Between Season Urbanicity Comparison,04/06/2024,04/06/2024,Overall,Overall,53.2,55.3,-2,-3.1,-0.9,*,2,2
Between Season Urbanicity Comparison,04/06/2024,04/06/2024,Rural (Non-MSA),Rural (Non-MSA),39.3,41.6,-2.3,-4.7,0.2,,22,22
Between Season Urbanicity Comparison,04/06/2024,04/06/2024,Suburban (MSA Non-Principal City),Suburban (MSA Non-Principal City),52.9,55.8,-2.9,-4.3,-1.4,*,23,23
Between Season Urbanicity Comparison,04/06/2024,04/06/2024,Urban (MSA Principal City),Urban (MSA Principal City),58.8,59.4,-0.6,-2.6,1.4,,24,24
Between Season Urbanicity Comparison,04/13/2024,04/13/2024,Overall,Overall,53.3,55.3,-2,-3.1,-0.9,*,2,2
Between Season Urbanicity Comparison,04/13/2024,04/13/2024,Rural (Non-MSA),Rural (Non-MSA),39.3,41.6,-2.3,-4.7,0.2,,22,22
Between Season Urbanicity Comparison,04/13/2024,04/13/2024,Suburban (MSA Non-Principal City),Suburban (MSA Non-Principal City),53.2,55.8,-2.6,-4.1,-1.1,*,23,23
Between Season Urbanicity Comparison,04/13/2024,04/13/2024,Urban (MSA Principal City),Urban (MSA Principal City),58.8,59.4,-0.7,-2.6,1.3,,24,24
Between Season Urbanicity Comparison,04/20/2024,04/20/2024,Overall,Overall,53.4,55.4,-2,-3.1,-0.9,*,2,2
Between Season Urbanicity Comparison,04/20/2024,04/20/2024,Rural (Non-MSA),Rural (Non-MSA),39.3,41.6,-2.3,-4.7,0.2,,22,22
Between Season Urbanicity Comparison,04/20/2024,04/20/2024,Suburban (MSA Non-Principal City),Suburban (MSA Non-Principal City),53.3,55.8,-2.5,-4,-1,*,23,23
Between Season Urbanicity Comparison,04/20/2024,04/20/2024,Urban (MSA Principal City),Urban (MSA Principal City),58.9,59.7,-0.8,-2.8,1.2,,24,24
Between Season Urbanicity Comparison,04/27/2024,04/27/2024,Overall,Overall,53.5,55.5,-2.1,-3.2,-1,*,2,2
Between Season Urbanicity Comparison,04/27/2024,04/27/2024,Rural (Non-MSA),Rural (Non-MSA),39.8,41.6,-1.8,-4.4,0.7,,22,22
Between Season Urbanicity Comparison,04/27/2024,04/27/2024,Suburban (MSA Non-Principal City),Suburban (MSA Non-Principal City),53.3,55.9,-2.5,-4,-1,*,23,23
Between Season Urbanicity Comparison,04/27/2024,04/27/2024,Urban (MSA Principal City),Urban (MSA Principal City),58.9,60,-1.1,-3.1,1,,24,24
Between Season Urbanicity Comparison,05/04/2024,05/04/2024,Overall,Overall,53.9,56,-2.1,-3.3,-1,*,2,2
Between Season Urbanicity Comparison,05/04/2024,05/04/2024,Rural (Non-MSA),Rural (Non-MSA),39.9,42,-2.1,-4.6,0.4,,22,22
Between Season Urbanicity Comparison,05/04/2024,05/04/2024,Suburban (MSA Non-Principal City),Suburban (MSA Non-Principal City),53.7,56.5,-2.8,-4.4,-1.3,*,23,23
Between Season Urbanicity Comparison,05/04/2024,05/04/2024,Urban (MSA Principal City),Urban (MSA Principal City),59.5,60.3,-0.8,-2.9,1.3,,24,24
Between Season Urbanicity Comparison,05/11/2024,05/11/2024,Overall,Overall,53.9,56,-2.2,-3.3,-1,*,2,2
Between Season Urbanicity Comparison,05/11/2024,05/11/2024,Rural (Non-MSA),Rural (Non-MSA),39.9,42,-2.1,-4.6,0.4,,22,22
Between Season Urbanicity Comparison,05/11/2024,05/11/2024,Suburban (MSA Non-Principal City),Suburban (MSA Non-Principal City),53.7,56.5,-2.9,-4.4,-1.3,*,23,23
Between Season Urbanicity Comparison,05/11/2024,05/11/2024,Urban (MSA Principal City),Urban (MSA Principal City),59.5,60.3,-0.8,-2.9,1.3,,24,24
Between Season Race Comparison,10/07/2023,10/07/2023,Overall,Overall,18,19.5,-1.5,-2.5,-0.4,*,2,2
Between Season Race Comparison,10/07/2023,10/07/2023,"Black, Non-Hispanic","Black, Non-Hispanic",17.6,20.1,-2.5,-5.2,0.2,,18,18
Between Season Race Comparison,10/07/2023,10/07/2023,Hispanic,Hispanic,21.5,19.2,2.3,0.5,4.1,*,19,19
Between Season Race Comparison,10/07/2023,10/07/2023,"Other, Non-Hispanic","Other, Non-Hispanic",20.8,19.4,1.4,-1.1,4,,21,21
Between Season Race Comparison,10/07/2023,10/07/2023,"White, Non-Hispanic","White, Non-Hispanic",15.8,18.1,-2.3,-3.7,-0.9,*,20,20
Between Season Race Comparison,10/14/2023,10/14/2023,Overall,Overall,20.9,22,-1.1,-2.2,0,,2,2
Between Season Race Comparison,10/14/2023,10/14/2023,"Black, Non-Hispanic","Black, Non-Hispanic",18.8,24.5,-5.7,-9,-2.5,*,18,18
Between Season Race Comparison,10/14/2023,10/14/2023,Hispanic,Hispanic,23.6,22.4,1.2,-1,3.4,,19,19
Between Season Race Comparison,10/14/2023,10/14/2023,"Other, Non-Hispanic","Other, Non-Hispanic",24.5,22.7,1.8,-1.2,4.9,,21,21
Between Season Race Comparison,10/14/2023,10/14/2023,"White, Non-Hispanic","White, Non-Hispanic",19.2,19.9,-0.7,-2.2,0.8,,20,20
Between Season Race Comparison,10/21/2023,10/21/2023,Overall,Overall,24.7,25.2,-0.5,-1.8,0.8,,2,2
Between Season Race Comparison,10/21/2023,10/21/2023,"Black, Non-Hispanic","Black, Non-Hispanic",20.4,26.7,-6.3,-10.1,-2.5,*,18,18
Between Season Race Comparison,10/21/2023,10/21/2023,Hispanic,Hispanic,27.1,24.3,2.8,0.3,5.3,*,19,19
Between Season Race Comparison,10/21/2023,10/21/2023,"Other, Non-Hispanic","Other, Non-Hispanic",29.6,25,4.6,1.1,8.1,*,21,21
Between Season Race Comparison,10/21/2023,10/21/2023,"White, Non-Hispanic","White, Non-Hispanic",23.3,24.1,-0.7,-2.5,1.1,,20,20
Between Season Race Comparison,10/28/2023,10/28/2023,Overall,Overall,26.3,27.8,-1.5,-3.1,0.1,,2,2
Between Season Race Comparison,10/28/2023,10/28/2023,"Black, Non-Hispanic","Black, Non-Hispanic",22,28.3,-6.4,-10.6,-2.1,*,18,18
Between Season Race Comparison,10/28/2023,10/28/2023,Hispanic,Hispanic,28.8,26.1,2.7,-0.3,5.7,,19,19
Between Season Race Comparison,10/28/2023,10/28/2023,"Other, Non-Hispanic","Other, Non-Hispanic",31.8,26.8,5,0.6,9.4,*,21,21
Between Season Race Comparison,10/28/2023,10/28/2023,"White, Non-Hispanic","White, Non-Hispanic",24.9,27.7,-2.8,-5.1,-0.4,*,20,20
Between Season Race Comparison,11/04/2023,11/04/2023,Overall,Overall,34.4,36.5,-2.1,-3,-1.2,*,2,2
Between Season Race Comparison,11/04/2023,11/04/2023,"Black, Non-Hispanic","Black, Non-Hispanic",30.2,33.9,-3.6,-6.6,-0.7,*,18,18
Between Season Race Comparison,11/04/2023,11/04/2023,Hispanic,Hispanic,34.7,34.6,0.1,-1.7,1.9,,19,19
Between Season Race Comparison,11/04/2023,11/04/2023,"Other, Non-Hispanic","Other, Non-Hispanic",36.9,40.9,-4,-6.4,-1.7,*,21,21
Between Season Race Comparison,11/04/2023,11/04/2023,"White, Non-Hispanic","White, Non-Hispanic",34.5,37.3,-2.9,-4,-1.7,*,20,20
Between Season Race Comparison,11/11/2023,11/11/2023,Overall,Overall,36.3,39.1,-2.7,-3.8,-1.6,*,2,2
Between Season Race Comparison,11/11/2023,11/11/2023,"Black, Non-Hispanic","Black, Non-Hispanic",31.2,34.6,-3.4,-6.1,-0.7,*,18,18
Between Season Race Comparison,11/11/2023,11/11/2023,Hispanic,Hispanic,36.7,36.9,-0.2,-2.5,2,,19,19
