Title,Author(s),Journal,Fiscal Year,Publication Year,DOI Link,All Authors,Category Topics,Journal Information,Keyword Search Expanded,URL,Row
Indoor tanning among young non-Hispanic White females.,"Guy GP Jr, Berkowitz Z, Watson M, Holman DM, Richardson LC.",JAMA Internal Medicine,2014,2013,https://dx.doi.org/10.1001/jamainternmed.2013.10013,"Guy GP Jr, Berkowitz Z, Watson M, Holman DM, Richardson LC.",Health Disparities in Cancer,Journal: JAMA Internal Medicine (Volume: 173; Issue: 20; Pages: 192 - 922),"Indoor tanning among young non-Hispanic White females.|Guy GP Jr|Berkowitz Z, Watson M, Holman DM, Richardson LC.|JAMA Internal Medicine|173",http://www.ncbi.nlm.nih.gov/pubmed/23959651,879
Indoor tanning device use among male high school students in the United States.,"Miyamoto J, Berkowitz Z, Jones SE, Saraiya M.",Journal of Adolescent Health,2012,2012,https://dx.doi.org/10.1016/j.jadohealth.2011.08.007,"Miyamoto J, Berkowitz Z, Jones SE, Saraiya M.",Skin Cancer,Journal: Journal of Adolescent Health (Volume: 50; Issue: 3; Pages: 308 - 310),"Indoor tanning device use among male high school students in the United States.|Miyamoto J|Berkowitz Z, Jones SE, Saraiya M.|Journal of Adolescent Health|50",http://www.ncbi.nlm.nih.gov/pubmed/22325138,880
Indoor tanning initiation among tanners in the United States.,"Watson M, Shoemaker M, Baker K.",JAMA Dermatology,2017,2017,https://dx.doi.org/10.1001/jamadermatol.2016.5898,"Watson M, Shoemaker M, Baker K.",Skin Cancer,Journal: JAMA Dermatology (Volume: 153; Issue: 5; Pages: 470 - 472),"Indoor tanning initiation among tanners in the United States.|Watson M|Shoemaker M, Baker K.|JAMA Dermatology|153",https://www.ncbi.nlm.nih.gov/pubmed/28329401,881
Indoor tanning promotions on social media in six U.S. cities #UVTanning #tanning.,"Ricklefs CA, Asdigian NL, Kalra HL, Mayer JA, Dellavalle RP, Holman DM, Crane LA.",Translational Behavioral Medicine,2016,2016,https://dx.doi.org/10.1007/s13142-015-0378-0,"Ricklefs CA, Asdigian NL, Kalra HL, Mayer JA, Dellavalle RP, Holman DM, Crane LA.",Skin Cancer,Journal: Translational Behavioral Medicine (Volume: 6; Issue: 2; Pages: 260 - 270),"Indoor tanning promotions on social media in six U.S. cities #UVTanning #tanning.|Ricklefs CA|Asdigian NL, Kalra HL, Mayer JA, Dellavalle RP, Holman DM, Crane LA.|Translational Behavioral Medicine|6",http://www.ncbi.nlm.nih.gov/pubmed/27356996,882
Influence of depression on breast cancer treatment and survival: A Kentucky population-based study.,"Lei F, Vanderpool RC, McLouth LE, Romond EH, Chen Q, Durbin EB, Tucker TC, Tai E, Huang B.",Cancer,2023,2023,https://dx.doi.org/10.1002/cncr.34676,"Lei F, Vanderpool RC, McLouth LE, Romond EH, Chen Q, Durbin EB, Tucker TC, Tai E, Huang B.",Breast Cancer,Journal: Cancer (Volume: ; Issue: ; Pages:  - ),"Influence of depression on breast cancer treatment and survival: A Kentucky population-based study.|Lei F|Vanderpool RC, McLouth LE, Romond EH, Chen Q, Durbin EB, Tucker TC, Tai E, Huang B.|Cancer|",https://pubmed.ncbi.nlm.nih.gov/37063057/,883
"Influence of patient, physician, and hospital characteristics on the receipt of guideline-concordant care for inflammatory breast cancer.","Denu RA, Hampton JM, Currey A, Anderson RT, Cress RD, Fleming ST, Lipscomb J, Sabatino SA, Wu XC, Wilson JF, Trentham-Dietz A.",Cancer Epidemiology,2016,2015,https://dx.doi.org/10.1016/j.canep.2015.11.003,"Denu RA, Hampton JM, Currey A, Anderson RT, Cress RD, Fleming ST, Lipscomb J, Sabatino SA, Wu XC, Wilson JF, Trentham-Dietz A.",Breast Cancer,Journal: Cancer Epidemiology (Volume: 40; Issue: ; Pages: 71 - 14),"Influence of patient, physician, and hospital characteristics on the receipt of guideline-concordant care for inflammatory breast cancer.|Denu RA|Hampton JM, Currey A, Anderson RT, Cress RD, Fleming ST, Lipscomb J, Sabatino SA, Wu XC, Wilson JF, Trentham-Dietz A.|Cancer Epidemiology|40",http://www.ncbi.nlm.nih.gov/pubmed/26605428,884
"Influence of race, insurance, socioeconomic status, and hospital type on receipt of guideline-concordant adjuvant systemic therapy for locoregional breast cancers.","Wu XC, Lund MJ, Kimmick GG, Richardson LC, Sabatino SA, Chen VW, Fleming ST, Morris CR, Huang B, Trentham-Dietz A, Lipscomb J.",Journal of Clinical Oncology,2012,2011,,"Wu XC, Lund MJ, Kimmick GG, Richardson LC, Sabatino SA, Chen VW, Fleming ST, Morris CR, Huang B, Trentham-Dietz A, Lipscomb J.",Breast Cancer,Journal: Journal of Clinical Oncology (Volume: ; Issue: ; Pages:  - ),"Influence of race, insurance, socioeconomic status, and hospital type on receipt of guideline-concordant adjuvant systemic therapy for locoregional breast cancers.|Wu XC|Lund MJ, Kimmick GG, Richardson LC, Sabatino SA, Chen VW, Fleming ST, Morris CR, Huang B, Trentham-Dietz A, Lipscomb J.|Journal of Clinical Oncology|",http://www.ncbi.nlm.nih.gov/pubmed/22147735,885
"Influences and practices in colorectal cancer screening among health care providers serving Northern Plains American Indians, 2011–2012","Nadeau M, Walaszek A, Perdue DG, Rhodes KL, Haverkamp D, Forster J.",Preventing Chronic Disease,2017,2016,https://dx.doi.org/http://dx.doi.org/10.5888/pcd13.160267,"Nadeau M, Walaszek A, Perdue DG, Rhodes KL, Haverkamp D, Forster J.",Colorectal (Colon) Cancer,Journal: Preventing Chronic Disease (Volume: 13; Issue: ; Pages: 160 - 267),"Influences and practices in colorectal cancer screening among health care providers serving Northern Plains American Indians, 2011–2012|Nadeau M|Walaszek A, Perdue DG, Rhodes KL, Haverkamp D, Forster J.|Preventing Chronic Disease|13",https://www.cdc.gov/pcd/issues/2016/16_0267.htm,886
Information needs persist after genetic counseling and testing for BRCA1/2 and Lynch syndrome.,"Peipins LA, Dasari S, Viox MH, Rodriguez JL.",Breast Cancer Research and Treatment,2024,2024,https://dx.doi.org/10.1007/s10549-024-07377-9,"Peipins LA, Dasari S, Viox MH, Rodriguez JL.",Breast Cancer,Journal: Breast Cancer Research and Treatment (Volume: ; Issue: ; Pages:  - ),"Information needs persist after genetic counseling and testing for BRCA1/2 and Lynch syndrome.|Peipins LA|Dasari S, Viox MH, Rodriguez JL.|Breast Cancer Research and Treatment|",https://pubmed.ncbi.nlm.nih.gov/39046629/,887
Information seeking and satisfaction with information sources among spouses of men with newly diagnosed local-stage prostate cancer.,"Bansal A, Koepl LM, Fedorenko CR, Li C, Smith JL, Hall IJ, Penson DF, Ramsey SD.",Journal of Cancer Education,2017,2017,https://dx.doi.org/10.1007/s13187-017-1179-6,"Bansal A, Koepl LM, Fedorenko CR, Li C, Smith JL, Hall IJ, Penson DF, Ramsey SD.",Prostate Cancer,Journal: Journal of Cancer Education (Volume: ; Issue: ; Pages:  - ),"Information seeking and satisfaction with information sources among spouses of men with newly diagnosed local-stage prostate cancer.|Bansal A|Koepl LM, Fedorenko CR, Li C, Smith JL, Hall IJ, Penson DF, Ramsey SD.|Journal of Cancer Education|",https://www.ncbi.nlm.nih.gov/pubmed/28238032,888
Informational needs of patients and perceived adequacy of information available before and after treatment of cancer.,"Hawkins NA, Pollack LA, Leadbetter S, Steele WR, Carroll J, Dolan JG, Ryan EP, Ryan JL, Morrow GR.",Journal of Psychosocial Oncology,2008,2008,,"Hawkins NA, Pollack LA, Leadbetter S, Steele WR, Carroll J, Dolan JG, Ryan EP, Ryan JL, Morrow GR.",Cancer Survivorship,Journal: Journal of Psychosocial Oncology (Volume: 26; Issue: 2; Pages: 11 - 16),"Informational needs of patients and perceived adequacy of information available before and after treatment of cancer.|Hawkins NA|Pollack LA, Leadbetter S, Steele WR, Carroll J, Dolan JG, Ryan EP, Ryan JL, Morrow GR.|Journal of Psychosocial Oncology|26",http://www.ncbi.nlm.nih.gov/pubmed/18285297,889
Information-seeking styles among cancer patients before and after treatment by demographics and use of information sources.,"Eheman CR, Berkowitz Z, Lee J, Mohile S, Purnell J, Rodriguez EM, Roscoe J, Johnson D, Kirshner J, Morrow G.",Journal of Health Communication,2009,2009,,"Eheman CR, Berkowitz Z, Lee J, Mohile S, Purnell J, Rodriguez EM, Roscoe J, Johnson D, Kirshner J, Morrow G.",Cancer Survivorship,Journal: Journal of Health Communication (Volume: 14; Issue: 5; Pages: 487 - 502),"Information-seeking styles among cancer patients before and after treatment by demographics and use of information sources.|Eheman CR|Berkowitz Z, Lee J, Mohile S, Purnell J, Rodriguez EM, Roscoe J, Johnson D, Kirshner J, Morrow G.|Journal of Health Communication|14",http://www.ncbi.nlm.nih.gov/pubmed/19657928,890
"Insurance coverage, employment status, and financial well-being of young women diagnosed with breast cancer.","Tangka FKL, Subramanian S, Jones M, Edwards P, Flanigan T, Kaganova Y, Smith KW, Thomas CC, Hawkins NA, Rodriguez J, Fairley T, Guy GP.","Cancer Epidemiology, Biomarkers and Prevention",2020,2020,https://dx.doi.org/10.1158/1055-9965.EPI-19-0352,"Tangka FKL, Subramanian S, Jones M, Edwards P, Flanigan T, Kaganova Y, Smith KW, Thomas CC, Hawkins NA, Rodriguez J, Fairley T, Guy GP.",Breast Cancer,"Journal: Cancer Epidemiology, Biomarkers and Prevention (Volume: 29; Issue: 3; Pages: 616 - 624)","Insurance coverage, employment status, and financial well-being of young women diagnosed with breast cancer.|Tangka FKL|Subramanian S, Jones M, Edwards P, Flanigan T, Kaganova Y, Smith KW, Thomas CC, Hawkins NA, Rodriguez J, Fairley T, Guy GP.|Cancer Epidemiology, Biomarkers and Prevention|29",https://www.ncbi.nlm.nih.gov/pubmed/32132129,891
Integrated approaches to delivering cancer screenings to address disparities: lessons learned from the evaluation of CDC's Colorectal Cancer Control Program.,"Subramanian S, Tangka FKL, DeGroff A, Richardson LC.",Implementation Science Communications,2023,2022,https://dx.doi.org/10.1186/s43058-022-00346-7,"Subramanian S, Tangka FKL, DeGroff A, Richardson LC.",Colorectal (Colon) Cancer,Journal: Implementation Science Communications (Volume: 3; Issue: 1; Pages:  - ),"Integrated approaches to delivering cancer screenings to address disparities: lessons learned from the evaluation of CDC's Colorectal Cancer Control Program.|Subramanian S|Tangka FKL, DeGroff A, Richardson LC.|Implementation Science Communications|3",https://pmc.ncbi.nlm.nih.gov/articles/PMC9552472/,893
"Integrated interventions and supporting activities to increase uptake of multiple cancer screenings: conceptual framework, determinants of implementation success, measurement challenges, and research priorities.","Subramanian S, Tangka FKL, Hoover S, DeGroff A.",Implementation Science Communications,2023,2022,https://dx.doi.org/10.1186/s43058-022-00353-8,"Subramanian S, Tangka FKL, Hoover S, DeGroff A.",Breast Cancer,Journal: Implementation Science Communications (Volume: 3; Issue: 1; Pages: 105 - 105),"Integrated interventions and supporting activities to increase uptake of multiple cancer screenings: conceptual framework, determinants of implementation success, measurement challenges, and research priorities.|Subramanian S|Tangka FKL, Hoover S, DeGroff A.|Implementation Science Communications|3",https://pmc.ncbi.nlm.nih.gov/articles/PMC9532830/,894
Integrating equity in a public health funding strategy.,"Joseph KT, Rice K, Li C.",Journal of Public Health Management and Practice,2016,2016,https://dx.doi.org/10.1097/PHH.0000000000000346,"Joseph KT, Rice K, Li C.",Other Research,Journal: Journal of Public Health Management and Practice (Volume: 22; Issue: Suppl 1; Pages: S68 - S76),"Integrating equity in a public health funding strategy.|Joseph KT|Rice K, Li C.|Journal of Public Health Management and Practice|22",https://www.ncbi.nlm.nih.gov/pubmed/26599032,895
Intended care seeking for ovarian cancer symptoms among U.S. women.,"Cooper CP, Gelb CA, Trivers KF, Stewart SL.",Preventive Medicine Reports,2016,2016,https://dx.doi.org/10.1016/j.pmedr.2016.01.011,"Cooper CP, Gelb CA, Trivers KF, Stewart SL.",Gynecologic Cancers,Journal: Preventive Medicine Reports (Volume: 3; Issue: ; Pages: 234 - 237),"Intended care seeking for ovarian cancer symptoms among U.S. women.|Cooper CP|Gelb CA, Trivers KF, Stewart SL.|Preventive Medicine Reports|3",http://www.ncbi.nlm.nih.gov/pubmed/27419020,896
"Intention to seek care for symptoms associated with gynecologic cancers, HealthStyles survey, 2008.","Trivers KF, Rodriguez JL, Hawkins NA, Cooper CP, Polonec L, Gelb CA.",Preventing Chronic Disease,2012,2011,,"Trivers KF, Rodriguez JL, Hawkins NA, Cooper CP, Polonec L, Gelb CA.",Cervical Cancer,Journal: Preventing Chronic Disease (Volume: 8; Issue: 6; Pages:  - ),"Intention to seek care for symptoms associated with gynecologic cancers, HealthStyles survey, 2008.|Trivers KF|Rodriguez JL, Hawkins NA, Cooper CP, Polonec L, Gelb CA.|Preventing Chronic Disease|8",http://www.ncbi.nlm.nih.gov/pubmed/22005637,897
Intentional outdoor tanning in the United States: Results from the 2015 Summer ConsumerStyles survey.,"Shoemaker M, Berkowitz Z, Watson M.",Preventive Medicine,2017,2017,https://dx.doi.org/10.1016/j.ypmed.2017.06.003,"Shoemaker M, Berkowitz Z, Watson M.",Skin Cancer,Journal: Preventive Medicine (Volume: 101; Issue: ; Pages: 137 - 141),"Intentional outdoor tanning in the United States: Results from the 2015 Summer ConsumerStyles survey.|Shoemaker M|Berkowitz Z, Watson M.|Preventive Medicine|101",https://www.ncbi.nlm.nih.gov/pubmed/28601617,898
"Intervention to increase recommendation and delivery of screening for breast, cervical, and colorectal cancers by healthcare providers: a systematic review of provider reminders.","Baron RC, Melillo S, Rimer BK, Coates RJ, Kerner J, Habarta N, Chattopadhyay S, Sabatino SA, Elder R, Leeks KJ; Task Force on Community Preventive Services.",American Journal of Preventive Medicine,2010,2010,,"Baron RC, Melillo S, Rimer BK, Coates RJ, Kerner J, Habarta N, Chattopadhyay S, Sabatino SA, Elder R, Leeks KJ; Task Force on Community Preventive Services.",Breast Cancer,Journal: American Journal of Preventive Medicine (Volume: 38; Issue: 1; Pages: 110 - 117),"Intervention to increase recommendation and delivery of screening for breast, cervical, and colorectal cancers by healthcare providers: a systematic review of provider reminders.|Baron RC|Melillo S, Rimer BK, Coates RJ, Kerner J, Habarta N, Chattopadhyay S, Sabatino SA, Elder R, Leeks KJ; Task Force on Community Preventive Services.|American Journal of Preventive Medicine|38",http://www.ncbi.nlm.nih.gov/pubmed/20117566,899
Interventions to increase breast and cervical cancer screening uptake among rural women: a scoping review.,"Atere-Roberts J, Smith JL, Hall IJ.",Cancer Causes and Control,2020,2020,https://dx.doi.org/10.1007/s10552-020-01340-x,"Atere-Roberts J, Smith JL, Hall IJ.",Breast Cancer,Journal: Cancer Causes and Control (Volume: ; Issue: ; Pages:  - ),"Interventions to increase breast and cervical cancer screening uptake among rural women: a scoping review.|Atere-Roberts J|Smith JL, Hall IJ.|Cancer Causes and Control|",https://pubmed.ncbi.nlm.nih.gov/32840707/,900
"Interventions to increase recommendation and delivery of screening for breast, cervical, and colorectal cancers by healthcare providers: Systematic reviews of provider assessment and feedback and provider incentives.","Sabatino SA, Habarta N, Baron RC, Coates RJ, Rimer BK, Kerner J, Coughlin SS, Kalra GP, Chattopadhyay S; Task Force on Community Preventive Services.",American Journal of Preventive Medicine,2008,2008,,"Sabatino SA, Habarta N, Baron RC, Coates RJ, Rimer BK, Kerner J, Coughlin SS, Kalra GP, Chattopadhyay S; Task Force on Community Preventive Services.",Breast Cancer,Journal: American Journal of Preventive Medicine (Volume: 35; Issue: 1 Suppl; Pages: S67 - 74),"Interventions to increase recommendation and delivery of screening for breast, cervical, and colorectal cancers by healthcare providers: Systematic reviews of provider assessment and feedback and provider incentives.|Sabatino SA|Habarta N, Baron RC, Coates RJ, Rimer BK, Kerner J, Coughlin SS, Kalra GP, Chattopadhyay S; Task Force on Community Preventive Services.|American Journal of Preventive Medicine|35",http://www.ncbi.nlm.nih.gov/pubmed/18541190,901
Interventions to prevent skin cancer by reducing exposure to ultraviolet radiation: A systematic review.,"Saraiya M, Glanz K, Briss PA, Nichols P, White C, Das D, Smith SJ, Tannor B, Hutchinson AB, Wilson KM, Gandhi N, Lee NC, Rimer B, Coates RC, Kerner JF, Hiatt RA, Buffler P, Rochester P.",American Journal of Preventive Medicine,2005,2004,,"Saraiya M, Glanz K, Briss PA, Nichols P, White C, Das D, Smith SJ, Tannor B, Hutchinson AB, Wilson KM, Gandhi N, Lee NC, Rimer B, Coates RC, Kerner JF, Hiatt RA, Buffler P, Rochester P.",Skin Cancer,Journal: American Journal of Preventive Medicine (Volume: 27; Issue: 5; Pages: 422 - 466),"Interventions to prevent skin cancer by reducing exposure to ultraviolet radiation: A systematic review.|Saraiya M|Glanz K, Briss PA, Nichols P, White C, Das D, Smith SJ, Tannor B, Hutchinson AB, Wilson KM, Gandhi N, Lee NC, Rimer B, Coates RC, Kerner JF, Hiatt RA, Buffler P, Rochester P.|American Journal of Preventive Medicine|27",http://www.ncbi.nlm.nih.gov/pubmed/15556744,902
"Introducing the Community Guide's reviews of evidence on interventions to increase screening for breast, cervical, and colorectal cancers.","Breslow RA, Rimer BK, Baron RC, Coates RJ, Kerner J, Wilson KM, Lee NC, Mullen PD, Coughlin SS, Briss PA.",American Journal of Preventive Medicine,2008,2008,,"Breslow RA, Rimer BK, Baron RC, Coates RJ, Kerner J, Wilson KM, Lee NC, Mullen PD, Coughlin SS, Briss PA.",Breast Cancer,Journal: American Journal of Preventive Medicine (Volume: 35; Issue: 1 Suppl; Pages: S14 - 20),"Introducing the Community Guide's reviews of evidence on interventions to increase screening for breast, cervical, and colorectal cancers.|Breslow RA|Rimer BK, Baron RC, Coates RJ, Kerner J, Wilson KM, Lee NC, Mullen PD, Coughlin SS, Briss PA.|American Journal of Preventive Medicine|35",http://www.ncbi.nlm.nih.gov/pubmed/18541183,903
