Table,Select Setting,Value type,Geography,Select Measure,Levels of Measure,Value,SE,Low 95% CI,High 95% CI,Footnote-Value cell,Footnote-Measure Subscript
4,Adult Day Services Center,Percent,Oklahoma,Diagnosis,Chronic kidney disease,6.3,1.1,4.2,8.5,,"2,3"
4,Adult Day Services Center,Percent,Oklahoma,Diagnosis,Chronic obstructive pulmonary disease,12.4,2.8,6.9,18,,"2,3"
4,Adult Day Services Center,Percent,Oklahoma,Diagnosis,Depression,27.8,4,20,35.6,,"2,3"
4,Adult Day Services Center,Percent,Oklahoma,Diagnosis,Diabetes,21.4,3.5,14.6,28.2,,"2,3"
4,Adult Day Services Center,Percent,Oklahoma,Diagnosis,Heart disease,23.6,5.6,12.5,34.7,,"2,3"
4,Adult Day Services Center,Percent,Oklahoma,Diagnosis,High blood pressure/hypertension,43.8,9.2,25.8,61.8,,"2,3"
4,Adult Day Services Center,Percent,Oklahoma,Diagnosis,Osteoporosis,8.2,2.8,2.6,13.8,,"2,3"
4,Adult Day Services Center,Percent,Oklahoma,Needs assistance in physical functioning,Bathing,34,5.7,22.7,45.2,,
4,Adult Day Services Center,Percent,Oklahoma,Needs assistance in physical functioning,Dressing,31.4,4.2,23.1,39.7,,
4,Adult Day Services Center,Percent,Oklahoma,Needs assistance in physical functioning,Toileting,36.2,2.6,31.1,41.4,,
4,Adult Day Services Center,Percent,Oklahoma,Needs assistance in physical functioning,Walking or locomotion,44.3,8.7,27.1,61.4,,
4,Adult Day Services Center,Percent,Oklahoma,Needs assistance in physical functioning,Transferring in and out of a chair/bed,21.9,2.8,16.5,27.4,,
4,Adult Day Services Center,Percent,Oklahoma,Needs assistance in physical functioning,Eating,23.6,4.1,15.6,31.6,,
4,Adult Day Services Center,Percent,Oklahoma,Adverse Event,Overnight hospital stay,4.6,0.7,3.3,5.9,,2
4,Adult Day Services Center,Percent,Oklahoma,Adverse Event,Emergency department visit,9.9,1.4,7.1,12.6,,2
4,Adult Day Services Center,Percent,Oklahoma,Adverse Event,Fall,5.9,0.6,4.7,7,,2
1,Adult Day Services Center,Number,Oregon,Number of people served,Annual average,,,,,---,2
1,Residential Care Community,Number,Oregon,Number of people served,Annual average,,,,,---,2
1,Residential Care Community,Number,Oregon,Number of providers,Number of providers,1301.2,26.5,1249.3,1353.1,,
1,Residential Care Community,Number,Oregon,Capacity,Total licensed maximum capacity or total number of beds,33383.7,1251,30931.1,35836.3,,1
1,Residential Care Community,Number,Oregon,Capacity,Average licensed maximum capacity or average number of beds,25.7,1.1,23.5,27.8,,1
1,Residential Care Community,Number,Oregon,Number of people served,Daily average,19.5,0.9,17.7,21.2,,2
1,Residential Care Community,Percent,Oregon,Number of people served,Category 1,70.1,1.5,67,73.1,,3
1,Residential Care Community,Percent,Oregon,Number of people served,Category 2,28.2,1.7,24.9,31.6,,3
1,Residential Care Community,Percent,Oregon,Number of people served,Category 3,,,,,*,3
1,Residential Care Community,Percent,Oregon,US Census region,Northeast,,,,,...,
1,Residential Care Community,Percent,Oregon,US Census region,Midwest,,,,,...,
1,Residential Care Community,Percent,Oregon,US Census region,South,,,,,...,
1,Residential Care Community,Percent,Oregon,US Census region,West,100,0,,,,
1,Residential Care Community,Percent,Oregon,Metropolitan statistical area status,Metropolitan,,,,,*,
1,Residential Care Community,Percent,Oregon,Metropolitan statistical area status,Micropolitan,,,,,*,
1,Residential Care Community,Percent,Oregon,Metropolitan statistical area status,Neither,,,,,*,
1,Residential Care Community,Percent,Oregon,Ownership,For-profit,90.2,3.1,82.2,94.8,,
1,Residential Care Community,Percent,Oregon,Ownership,Nonprofit,,,,,*,
1,Residential Care Community,Percent,Oregon,Ownership,Government and other,,,,,-,
1,Residential Care Community,Percent,Oregon,Certification,Medicare,,,,,---,
1,Residential Care Community,Percent,Oregon,Certification,Medicaid,81.4,4.8,70.2,89,,
1,Residential Care Community,Percent,Oregon,Chain affiliated,Chain affiliated,46.4,5.1,36.8,56.4,,
2,Residential Care Community,Number,Oregon,Total number of nursing and social work FTE employees,Total number of nursing and social work FTE employees,12499.1,1200.2,10146.1,14852.1,,
2,Residential Care Community,Ratio,Oregon,Ratio of employee type/Total number nursing and social work FTE employees,Registered nurse,13.8,3.8,6.3,21.4,,
2,Residential Care Community,Ratio,Oregon,Ratio of employee type/Total number nursing and social work FTE employees,LPN/LVN,2.7,0.4,1.8,3.5,,
2,Residential Care Community,Ratio,Oregon,Ratio of employee type/Total number nursing and social work FTE employees,Aide,83.5,4,75.7,91.2,,
2,Residential Care Community,Ratio,Oregon,Ratio of employee type/Total number nursing and social work FTE employees,Social Worker,,,,,*,
2,Residential Care Community,Percent,Oregon,Any employee FTE,Registered nurse,51.2,5.1,41.2,61,,
2,Residential Care Community,Percent,Oregon,Any employee FTE,LPN/LVN,21.2,4.1,14.3,30.3,,
2,Residential Care Community,Percent,Oregon,Any employee FTE,Aide,75.6,5.9,62.3,85.3,,
2,Residential Care Community,Percent,Oregon,Any employee FTE,Social Worker,,,,,*,
2,Residential Care Community,Percent,Oregon,Any employee FTE,Activities director,52.8,5.3,42.5,62.9,,
2,Residential Care Community,Ratio,Oregon,Employee FTE hours per user per day,Registered nurse,0.5,0.1,0.2,0.7,,
2,Residential Care Community,Ratio,Oregon,Employee FTE hours per user per day,LPN/LVN,,,,,*,
2,Residential Care Community,Ratio,Oregon,Employee FTE hours per user per day,Aide,2.8,0.3,2.3,3.4,,
2,Residential Care Community,Ratio,Oregon,Employee FTE hours per user per day,Social Worker,,,,,*,
2,Residential Care Community,Ratio,Oregon,Employee FTE hours per user per day,Activities director,,,,,*,
3,Residential Care Community,Percent,Oregon,Services provided,Social work,50.2,6.5,37.7,62.7,,
3,Residential Care Community,Percent,Oregon,Services provided,Mental health or counseling,53.3,6.4,40.9,65.3,,
3,Residential Care Community,Percent,Oregon,Services provided,"Physical, occupational, or speech therapy",63.8,6.3,50.8,75,,
3,Residential Care Community,Percent,Oregon,Services provided,Skilled nursing,65.6,6.2,52.6,76.6,,
3,Residential Care Community,Percent,Oregon,Services provided,Pharmaceutical,84,5.1,71.3,91.7,,
3,Residential Care Community,Percent,Oregon,Services provided,Hospice,77.3,5.8,64,86.6,,
3,Residential Care Community,Percent,Oregon,Services provided,Dietary and nutritional,68.7,6.3,55.2,79.6,,
3,Residential Care Community,Percent,Oregon,Dementia care,Specializes in dementia care and only serves users with dementia,23.5,4.4,15.9,33.2,,
3,Residential Care Community,Percent,Oregon,Dementia care,Specializes in dementia care or has dementia care floor/unit/wing,,,,,* ^^,
4,Residential Care Community,Number,Oregon,Number of users,Number of users,25310.6,1082.3,23188.7,27432.5,,1
4,Residential Care Community,Percent,Oregon,Age,65 and over,94.3,1,92.3,96.3,,
4,Residential Care Community,Percent,Oregon,Age,Under 65,5.7,1,3.7,7.7,,
4,Residential Care Community,Percent,Oregon,Age,65-74,17,1.5,14.1,19.9,,
4,Residential Care Community,Percent,Oregon,Age,75-84,32.7,1.7,29.4,36.1,,
4,Residential Care Community,Percent,Oregon,Age,85 and over,44.6,2.4,39.9,49.3,,
4,Residential Care Community,Percent,Oregon,Sex,Male,31.2,1.9,27.4,34.9,,
4,Residential Care Community,Percent,Oregon,Sex,Female,68.8,1.9,65.1,72.6,,
4,Residential Care Community,Percent,Oregon,Ethnicity and race,Hispanic,2.7,0.6,1.6,3.9,,4
4,Residential Care Community,Percent,Oregon,Ethnicity and race,Non-Hispanic White,90.7,2.1,86.6,94.8,,4
4,Residential Care Community,Percent,Oregon,Ethnicity and race,Non-Hispanic Black,1.3,0.4,0.6,2,,4
4,Residential Care Community,Percent,Oregon,Ethnicity and race,Non-Hispanic Other,5.3,1.4,2.6,7.9,,4
4,Residential Care Community,Percent,Oregon,Medicaid as payer source,Medicaid as payer source,46.8,3.8,39.3,54.3,,
4,Residential Care Community,Percent,Oregon,Diagnosis,Alzheimer disease or other dementias,55.6,5,45.8,65.4,,
4,Residential Care Community,Percent,Oregon,Diagnosis,Arthritis,26.7,3,20.9,32.5,,
4,Residential Care Community,Percent,Oregon,Diagnosis,Asthma,6.3,0.9,4.5,8.1,,
4,Residential Care Community,Percent,Oregon,Diagnosis,Chronic kidney disease,12.4,1.5,9.3,15.4,,
4,Residential Care Community,Percent,Oregon,Diagnosis,Chronic obstructive pulmonary disease,11,1.2,8.7,13.3,,
4,Residential Care Community,Percent,Oregon,Diagnosis,Depression,34,3.2,27.7,40.4,,
4,Residential Care Community,Percent,Oregon,Diagnosis,Diabetes,18.4,1.6,15.3,21.5,,
4,Residential Care Community,Percent,Oregon,Diagnosis,Heart disease,27.3,2.6,22.2,32.4,,
4,Residential Care Community,Percent,Oregon,Diagnosis,High blood pressure/hypertension,48.4,3.4,41.7,55,,
4,Residential Care Community,Percent,Oregon,Diagnosis,Osteoporosis,14.2,1.7,10.8,17.6,,
4,Residential Care Community,Percent,Oregon,Needs assistance in physical functioning,Bathing,78.5,2.2,74.2,82.8,,
4,Residential Care Community,Percent,Oregon,Needs assistance in physical functioning,Dressing,61.7,3.2,55.4,68,,
4,Residential Care Community,Percent,Oregon,Needs assistance in physical functioning,Toileting,58.9,3.4,52.3,65.6,,
4,Residential Care Community,Percent,Oregon,Needs assistance in physical functioning,Walking or locomotion,59.4,4.2,51.1,67.6,,
4,Residential Care Community,Percent,Oregon,Needs assistance in physical functioning,Transferring in and out of a chair/bed,42.7,3.1,36.6,48.8,,
4,Residential Care Community,Percent,Oregon,Needs assistance in physical functioning,Eating,26.7,3.2,20.4,32.9,,
4,Residential Care Community,Percent,Oregon,Adverse Event,Overnight hospital stay,7.9,0.9,6.1,9.6,,2
4,Residential Care Community,Percent,Oregon,Adverse Event,Emergency department visit,16.7,1.4,13.9,19.4,,2
4,Residential Care Community,Percent,Oregon,Adverse Event,Fall,29.2,1.9,25.4,33,,2
1,Adult Day Services Center,Number,Oregon,Number of providers,Number of providers,13.5,0,13.5,13.5,,
1,Adult Day Services Center,Number,Oregon,Capacity,Total licensed maximum capacity or total number of beds,403,69.4,266.9,539.1,,1
1,Adult Day Services Center,Number,Oregon,Capacity,Average licensed maximum capacity or average number of beds,29.9,5.1,19.8,39.9,,1
1,Adult Day Services Center,Number,Oregon,Number of people served,Daily average,8.3,1.6,5.2,11.4,,2
1,Adult Day Services Center,Percent,Oregon,Number of people served,Category 1,,,,,*,3
1,Adult Day Services Center,Percent,Oregon,Number of people served,Category 2,,,,,*,3
1,Adult Day Services Center,Percent,Oregon,Number of people served,Category 3,,,,,*,3
1,Adult Day Services Center,Percent,Oregon,US Census region,Northeast,,,,,...,
1,Adult Day Services Center,Percent,Oregon,US Census region,Midwest,,,,,...,
1,Adult Day Services Center,Percent,Oregon,US Census region,South,,,,,...,
1,Adult Day Services Center,Percent,Oregon,US Census region,West,100,0,,,,
1,Adult Day Services Center,Percent,Oregon,Metropolitan statistical area status,Metropolitan,,,,,*,
1,Adult Day Services Center,Percent,Oregon,Metropolitan statistical area status,Micropolitan,,,,,*,
1,Adult Day Services Center,Percent,Oregon,Metropolitan statistical area status,Neither,,,,,*,
1,Adult Day Services Center,Percent,Oregon,Ownership,For-profit,,,,,*,
1,Adult Day Services Center,Percent,Oregon,Ownership,Nonprofit,,,,,*,
1,Adult Day Services Center,Percent,Oregon,Ownership,Government and other,,,,,*,
1,Adult Day Services Center,Percent,Oregon,Certification,Medicare,,,,,---,
1,Adult Day Services Center,Percent,Oregon,Certification,Medicaid,,,,,*,
1,Adult Day Services Center,Percent,Oregon,Chain affiliated,Chain affiliated,,,,,*,
2,Adult Day Services Center,Number,Oregon,Total number of nursing and social work FTE employees,Total number of nursing and social work FTE employees,53.4,17.2,19.7,87,,
2,Adult Day Services Center,Ratio,Oregon,Ratio of employee type/Total number nursing and social work FTE employees,Registered nurse,4.3,3.7,-3,11.6,,
2,Adult Day Services Center,Ratio,Oregon,Ratio of employee type/Total number nursing and social work FTE employees,LPN/LVN,5.2,2,1.3,9.2,,
2,Adult Day Services Center,Ratio,Oregon,Ratio of employee type/Total number nursing and social work FTE employees,Aide,86,5.2,75.8,96.2,,
2,Adult Day Services Center,Ratio,Oregon,Ratio of employee type/Total number nursing and social work FTE employees,Social Worker,4.4,4,-3.5,12.3,,
2,Adult Day Services Center,Percent,Oregon,Any employee FTE,Registered nurse,,,,,*,
2,Adult Day Services Center,Percent,Oregon,Any employee FTE,LPN/LVN,,,,,*,
2,Adult Day Services Center,Percent,Oregon,Any employee FTE,Aide,,,,,*,
2,Adult Day Services Center,Percent,Oregon,Any employee FTE,Social Worker,,,,,*,
2,Adult Day Services Center,Percent,Oregon,Any employee FTE,Activities director,,,,,*,
2,Adult Day Services Center,Ratio,Oregon,Employee FTE hours per user per day,Registered nurse,0.1,0.1,0,0.2,,
2,Adult Day Services Center,Ratio,Oregon,Employee FTE hours per user per day,LPN/LVN,0.2,0.1,0,0.4,,
2,Adult Day Services Center,Ratio,Oregon,Employee FTE hours per user per day,Aide,2.7,1.3,0.2,5.2,,
2,Adult Day Services Center,Ratio,Oregon,Employee FTE hours per user per day,Social Worker,0.4,0.3,-0.2,1,,
2,Adult Day Services Center,Ratio,Oregon,Employee FTE hours per user per day,Activities director,1.7,0.3,1.1,2.3,,
3,Adult Day Services Center,Percent,Oregon,Services provided,Social work,,,,,*,
3,Adult Day Services Center,Percent,Oregon,Services provided,Mental health or counseling,,,,,*,
3,Adult Day Services Center,Percent,Oregon,Services provided,"Physical, occupational, or speech therapy",,,,,*,
3,Adult Day Services Center,Percent,Oregon,Services provided,Skilled nursing,,,,,*,
3,Adult Day Services Center,Percent,Oregon,Services provided,Pharmaceutical,,,,,*,
3,Adult Day Services Center,Percent,Oregon,Services provided,Hospice,,,,,*,
3,Adult Day Services Center,Percent,Oregon,Services provided,Dietary and nutritional,,,,,*,
3,Adult Day Services Center,Percent,Oregon,Dementia care,Specializes in dementia care and only serves users with dementia,,,,,*,
3,Adult Day Services Center,Percent,Oregon,Dementia care,Specializes in dementia care or has dementia care floor/unit/wing,,,,,*,
4,Adult Day Services Center,Number,Oregon,Number of users,Number of users,339.3,91.4,160.1,518.5,,1
4,Adult Day Services Center,Percent,Oregon,Age,65 and over,93.2,3.4,86.5,100,,
4,Adult Day Services Center,Percent,Oregon,Age,Under 65,6.8,3.4,0,13.5,,
4,Adult Day Services Center,Percent,Oregon,Age,65-74,29.9,6.9,16.4,43.5,,
4,Adult Day Services Center,Percent,Oregon,Age,75-84,36,5.4,25.4,46.7,,
4,Adult Day Services Center,Percent,Oregon,Age,85 and over,27.2,11.5,4.6,49.9,,
4,Adult Day Services Center,Percent,Oregon,Sex,Male,41.4,2.7,36.1,46.6,,
4,Adult Day Services Center,Percent,Oregon,Sex,Female,58.6,2.7,53.4,63.9,,
4,Adult Day Services Center,Percent,Oregon,Ethnicity and race,Hispanic,3.7,1.2,1.3,6.1,,4
4,Adult Day Services Center,Percent,Oregon,Ethnicity and race,Non-Hispanic White,87.3,2.5,82.4,92.2,,4
4,Adult Day Services Center,Percent,Oregon,Ethnicity and race,Non-Hispanic Black,2.3,0.8,0.9,3.8,,4
4,Adult Day Services Center,Percent,Oregon,Ethnicity and race,Non-Hispanic Other,6.7,1.3,4.1,9.2,,4
4,Adult Day Services Center,Percent,Oregon,Medicaid as payer source,Medicaid as payer source,50.7,11.9,27.4,74.1,^,
4,Adult Day Services Center,Percent,Oregon,Diagnosis,Alzheimer disease or other dementias,72.8,9.1,55,90.5,,
4,Adult Day Services Center,Percent,Oregon,Diagnosis,Arthritis,40.8,8.8,23.6,58,,
4,Adult Day Services Center,Percent,Oregon,Diagnosis,Asthma,2.2,0.5,1.3,3.2,,
4,Adult Day Services Center,Percent,Oregon,Diagnosis,Chronic kidney disease,1.4,0.7,0,2.7,,
4,Adult Day Services Center,Percent,Oregon,Diagnosis,Chronic obstructive pulmonary disease,4.9,1.6,1.8,8,,
4,Adult Day Services Center,Percent,Oregon,Diagnosis,Depression,48.8,14.3,20.8,76.9,,
4,Adult Day Services Center,Percent,Oregon,Diagnosis,Diabetes,27,11.1,5.2,48.9,,
4,Adult Day Services Center,Percent,Oregon,Diagnosis,Heart disease,45.1,11.7,22.2,67.9,,
4,Adult Day Services Center,Percent,Oregon,Diagnosis,High blood pressure/hypertension,45.2,11.6,22.4,67.9,,
4,Adult Day Services Center,Percent,Oregon,Diagnosis,Osteoporosis,19.4,7.4,5,33.8,,
4,Adult Day Services Center,Percent,Oregon,Needs assistance in physical functioning,Bathing,51.7,8.5,35,68.4,,
4,Adult Day Services Center,Percent,Oregon,Needs assistance in physical functioning,Dressing,49.1,9.6,30.3,67.9,,
4,Adult Day Services Center,Percent,Oregon,Needs assistance in physical functioning,Toileting,58.3,6.3,45.9,70.7,,
4,Adult Day Services Center,Percent,Oregon,Needs assistance in physical functioning,Walking or locomotion,46.3,7.9,30.9,61.8,,
4,Adult Day Services Center,Percent,Oregon,Needs assistance in physical functioning,Transferring in and out of a chair/bed,46.7,8.9,29.2,64.2,,
4,Adult Day Services Center,Percent,Oregon,Needs assistance in physical functioning,Eating,37.4,8.9,20,54.8,,
4,Adult Day Services Center,Percent,Oregon,Adverse Event,Overnight hospital stay,1.9,0.6,0.7,3.1,^,2
4,Adult Day Services Center,Percent,Oregon,Adverse Event,Emergency department visit,2.7,0.7,1.3,4.1,^,2
4,Adult Day Services Center,Percent,Oregon,Adverse Event,Fall,1.6,1.4,-1.2,4.4,^,2
1,Adult Day Services Center,Number,Pennsylvania,Number of people served,Annual average,,,,,---,2
1,Residential Care Community,Number,Pennsylvania,Number of people served,Annual average,,,,,---,2
1,Residential Care Community,Number,Pennsylvania,Number of providers,Number of providers,940,3.7,932.8,947.2,,
1,Residential Care Community,Number,Pennsylvania,Capacity,Total licensed maximum capacity or total number of beds,57457,2689.1,52184.9,62729.1,,1
1,Residential Care Community,Number,Pennsylvania,Capacity,Average licensed maximum capacity or average number of beds,61.1,2.8,55.6,66.7,,1
1,Residential Care Community,Number,Pennsylvania,Number of people served,Daily average,37.8,1.9,34,41.6,,2
1,Residential Care Community,Percent,Pennsylvania,Number of people served,Category 1,,,,,*,3
1,Residential Care Community,Percent,Pennsylvania,Number of people served,Category 2,,,,,*,3
1,Residential Care Community,Percent,Pennsylvania,Number of people served,Category 3,,,,,*,3
1,Residential Care Community,Percent,Pennsylvania,US Census region,Northeast,100,0,,,,
1,Residential Care Community,Percent,Pennsylvania,US Census region,Midwest,,,,,...,
1,Residential Care Community,Percent,Pennsylvania,US Census region,South,,,,,...,
1,Residential Care Community,Percent,Pennsylvania,US Census region,West,,,,,...,
1,Residential Care Community,Percent,Pennsylvania,Metropolitan statistical area status,Metropolitan,,,,,*,
